id,coder,sample,variable,text,name
1163,Coder 2,1,cq,"Interracial Contact. The Interracial Anxiety Measure consists of 32 items (e.g., “In the past, I have rarely interacted with White/Caucasian people”) assessing the quantity and quality of respondents’ previous contact with White people, their outcome expectancies regarding interactions with White people, their anxiety resulting from such interactions, their desire to avoid interactions with White people, and their degree of hostility resulting from interacting with White people. Responses are rated on a 7-point scale ranging from “strongly agree” (1) to “strongly disagree” (7). A high score on quality items indicates more positive contact and less hostility in interactions with White/Caucasian people. A high score on quantity items indicates more contact with White/Caucasian people. Scores were calculated by using a mean score.  For the current sample, a reliability analysis yielded a Cronbach’s alpha of .71 for quantity items and a Cronbach’s alpha of .88 for quality items. For the present study, the quantity and quality subscales of the Interracial Anxiety Measure were be used. Items measuring quantity included questions like “In the past, I have rarely interacted with White/Caucasian people,” and quality of contact was measured using items like “I have had many positive experiences with White/Caucasian people.”",Contact quantity
1163,Coder 2,1,pc,"Seven additional items were added to assess the quantity (e.g., “The neighborhood I currently live in has mostly Black/African American people” and quality (e.g., “Currently (in the present), my experiences with White/Caucasian people has been pleasant”) of current contact (in addition to the existing items measuring quantity and quality of past contact). In addition, the labels “Black” and “Caucasian” were changed on all measures to “Black/African American” and “White/Caucasian” to encompass different labeling preferences. Items 2, 3, 4, 13, 14, and 15 are reverse scored. (See Appendix D for full measure.)",Contact quality / Positive contact
1163,Coder 2,1,pd,"The Perceived Ethnic Discrimination Questionnaire— Community Version (PEDQ-CV) is a 34-item Lifetime Discrimination scale. The items (e.g., “Have you been kept out of a public place or group”) required participants to indicate how often they have ever “had these experiences during their lifetime,” with response options using a 5- point Likert-type scale ranging from “never happened” (1) to “happened very often” (5). Higher scores indicate more frequent experiences with discrimination. A high score indicates more perception of discrimination. Scores were calculated by using a mean score. In previous research, all of the responses had Cronbach’s alpha coefficients greater than .75 (Brondolo et al., 2005). For the current sample, a reliability analysis yielded a Cronbach’s alpha of .96. (See Appendix B for full measure.)",Personal discrimination
1163,Coder 2,1,gi,"The Multigroup Ethnic Identity Measure—Revised (Phinney & Ong, 2007) was developed to provide a way to assess ethnic identity across diverse samples. This measure consists of 6 items (e.g., “I have a strong sense of belonging to my own ethnic group”) with response options using a 5-point Likert scale from “strongly agree” (1) to “strongly disagree” (5), with 3 as a neutral position. A high score indicates more exploration of ethnic identity and higher commitment to one’s ethnic identity. Scores were calculated by using a mean score. In previous research, for the combined 6-item scale, alpha was .81 (Roberts et al., 1999). For the current sample, a reliability analysis yielded a Cronbach’s alpha of .85. (See Appendix A for full measure.)",Group identificaiton
1163,Coder 2,1,oa,"The Attitudes Toward Whites Measure (ATW) was developed to serve as a contemporary measure of Blacks’ attitudes toward White people and the degree of interracial contact experienced by Blacks. This measure consists of 20 items (e.g., “Most Whites cannot understand what it’s like to be Black”) with response options using a 7-point Likert scale from “strongly agree” (1) to “strongly disagree” (7). A high score indicates more negative attitudes toward White/Caucasian people. Scores were calculated by using a mean score. In previous research, reliability analysis yielded a Cronbach’s alpha of .75 (Brigham et al., 1993). For the current sample, a reliability analysis yielded a Cronbach’s alpha of .84. Items 1, 4, 5, 6 7, 9, 10, 11, 13, 14, 15, 16, 17, 18, and 19 are reverse scored. (See Appendix E for full measure.)",Outgroup attitudes
1221,Coder 1,1,cf,"AddHealth network data provides a scale of the racial difference within a respondent's friendship (See Appendix A, Table 9). Racial difference is measured by the percentage of reported friends that are of a different race than the respondent.",Cross-group friendship
1221,Coder 1,1,pi,"""How much do you agree with the following statement? Students at your school are prejudiced."" (1 = strongly agree, 5 = strongly disagree)",Perceived injustice (other)
1221,Coder 1,2,cf,"AddHealth network data provides a scale of the racial difference within a respondent's friendship (See Appendix A, Table 9). Racial difference is measured by the percentage of reported friends that are of a different race than the respondent.",Cross-group friendship
1221,Coder 1,2,pi,"""How much do you agree with the following statement? Students at your school are prejudiced."" (1 = strongly agree, 5 = strongly disagree)",Perceived injustice (other)
1221,Coder 1,3,cf,"AddHealth network data provides a scale of the racial difference within a respondent's friendship (See Appendix A, Table 9). Racial difference is measured by the percentage of reported friends that are of a different race than the respondent.",Cross-group friendship
1221,Coder 1,3,pi,"""How much do you agree with the following statement? Students at your school are prejudiced."" (1 = strongly agree, 5 = strongly disagree)",Perceived injustice (other)
1221,Coder 1,4,cf,"AddHealth network data provides a scale of the racial difference within a respondent's friendship (See Appendix A, Table 9). Racial difference is measured by the percentage of reported friends that are of a different race than the respondent.",Cross-group friendship
1221,Coder 1,4,pi,"""How much do you agree with the following statement? Students at your school are prejudiced."" (1 = strongly agree, 5 = strongly disagree)",Perceived injustice (other)
1248,Coder 2,1,cq,Quantity of intergroup contact was measured by three items “How often do you talk to your Kurdish friends?” “How often do you spend time with them socially?” and “How often do you visit them at their home?”,Contact quantity
1248,Coder 2,1,rd,"Perceived realistic threats was measured by three items (α = .77) “Turks have too much economic power in this country,” “Turks have more political rights than Turks,” and “Too much money is spent on education policies that favour Turks.""",Relative deprivation
1248,Coder 2,1,ca,"Collective action for the Kurdish ingroup was measured by two items (α = .82, r = .69, p < .001) “I would be willing to sign a petition to improve the current situation of Kurds in Turkey” and “I would be willing to participate in a peaceful demonstration to improve the current conditions for Kurds.”",Collective action
1248,Coder 2,1,gi,"Ingroup identification was measured by three items “I am proud to be Kurdish,” “In general, being Kurdish is an important part of my self-image,” and “I am very happy to be Kurdish” (α = .83).",Group identificaiton
1248,Coder 2,1,oa,"We measured outgroup evaluation with the same three positive trait adjectives (α = .80) as in Study 1. Participants reported how characteristic the terms “kind,” “polite,” and “sincere” were of Turks.",Outgroup attitudes
1283,Coder 1,1,oc,What proportion of your friends are of the same ethnic group as you? (1) all the same (2) more than a half (3) about a half (4) or less than a half?,Opportunity for contact
1283,Coder 1,1,pd,"Perceived discrimination was measured by asking respondents whether they felt that they were discriminated because of their race, religion or beliefs, and/or their colour. Respondents who perceived that they were discriminated due to at least one of these factors were coded as 1. All other respondents were coded as 0.",Personal discrimination
1367,Coder 1,1,cq,"Contact with Higher Earning Classes.  Contact with higher earners was  measured using  the Social Contact Scale developed by Voci and Hewstone in 2003  and subsequently used by Walker and colleagues in 2008 (Voci and Hewstone 2003;  Walker, Silvert et al. 2008).  The scale has typically been used to measure contact  with members of another race or ethnic background, but will be altered to reflect  contact with members of different earning classes for the present research.  Voci and  Hewstone’s version of the scale was moderately reliable (α = .72), when based on a  student sample at the Universities of Padua and Milan in Italy (Voci and Hewstone  2003).  However, when the scale was subsequently used on a sample of hospital  workers, reliability increased (α = .82). When used by Walker and colleagues, the  reliability of the scale improved further (α = .87), even when used on a student  sample (Walker, Silvert et al. 2008).  In the current sample, the original scale had  moderate internal consistency (α = .77).  The scale asks about the frequency of  contact with members of another group through the use of five questions directed at  how many individuals of the out-group the subject knows, and how often contact  occurs in differing capacities. In addition to the five items used previously, I included  additional items to ask subjects about the quantity of people they know who are worse off and equal to them financially to balance any priming effects that might be taking  place, as well as one additional item in order to account for contact with higher  earners through television and other media, since this type of contact is hypothesized  to have a significant effect on modern day referent choice. With the additional item,  the reliability of the scale increased marginally (α = .79).  Therefore, all 6 items were  used to calculate overall scores on the measure.  The complete scale used in this study  is included in Table 3-3.  Table 3-3: The Social Contact Scale  (Voci and Hewstone 2003; Walker, Silvert et al. 2008). 1. Think of the people you know very well.  How many of them would you say are better-off financially than you?          0 to 2            3 to 5         6 to 8             9 to 12               More than 12 2. How many of them would you say are worse-off financially than you?              0 to 2            3 to 5         6 to 8             9 to 12               More than 12 3. How many of them would you say are about equal to you financially? 0 to 2            3 to 5         6 to 8             9 to 12               More than 12 The following five questions are answered using 5-point scales ranging from Never (1) to Frequently (5).   4. How often do you talk to financially better-off people at work? 5. How often do you see financially better off people outside of work? 6. How often do you hang out with financially better-off people? 7. How often do you see financially better-off people at social events you attend? 8. How often do you see financially better-off people on television or in magazines?",Contact quantity
1367,Coder 1,1,rd,"Group Relative Deprivation.  In order to assess group relative deprivation, I  also used items based off of those created by Olson and colleagues (1995), except  now they were framed in reference to the subject’s self-reported working class  (upper, middle, or lower).  As defined above, group deprivation is “the negative  feelings that group members have about the situation of their group as a whole,  regardless of their own situation within the group” (Rhodebeck 1981).  According to  Rhodebeck, acknowledgement of group membership is necessary for group  deprivation to occur.  By first asking subjects which earnings group they identify with  I was able to insure that I was eliciting potential feelings of group deprivation that a  subject had about his or her own earnings group.  Once subjects identified their group  association, they were asked the three questions based off of  Olson’s scale regarding  group deprivation.  These questions were measured on a five point scale ranging from  not at all (1) to very (5), and appear in Table 3-7.  1. When thinking about your current financial situation, do you consider yourself to be a member of the (circle one) Lower Class Middle Class Upper Class Now, thinking about all members of the earning class you indicated above, answer the following questions: 2. Do you resent the employment situation of your group?   3. Are you angry about the employment situation of your group?  4. Do you think that, as a group, their employment situation is fair?",Relative deprivation
1368,Coder 2,1,cf,"""diversity of frienship network"" -- not further described",Opportunity for contact
1368,Coder 2,1,pd,"1. I have overheard people make rude or insensitive ethnic and racial comments about minorities 2. People have made rude or insensitive comments to you about Koreans or Asians 3. I have been teased or made fun of because of my ethnicity/race 4. I have been treated unfairly by teachers because of my ethnicity/race 5. I have been excluded or rejected by others because of my ethnicity/race 6. People have looked down on me or treated me unfairly because of my ethnicity/race 7. I have been expected to know certain things or act a certain way because of my ethnicity/race (e.g., speak Korean language, know martial arts) 8. I have been made to feel different or that I don’t belong because of my ethnicity/race 9. I have been expected to have certain abilities, skills, or talents because of my ethnicity/race (e.g., play music, be good at math and science) 10. I have been made to feel different or that I don’t belong by Korean Americans who are not adopted (e.g., immigrants, U.S.-born)",Personal discrimination
1368,Coder 2,1,gi,"(1 = Strongly Disagree, 2 = Disagree, 3 = Agree, 4 = Strongly Agree) 1. I am happy that I am Korean 2. I have a strong sense of belonging with other Koreans 3. I have a lot of pride in Koreans and their accomplishments 4. I feel a strong attachment to Koreans 5. I feel good about being Korean 6. I want to learn more about the history and culture of Korea and Korean people 7. I have a clear sense of being Korean and what it means for me 8. I think a lot about how my life is affected because I am Korean 9. I am not very clear about how being Korean affects my life (reverse coded) 10. I really have not spend much time trying to learn about Korean culture and history (reverse coded) 11. I understand pretty well what being Korean means to me 12. I have talked to other people about Koreans and Korean culture",Group identificaiton
1376,Coder 1,1,pi,"Intergroup contact. Adapted from Voci and Hewstone (2003), items measuring quality of contact such as to what extent contact with the other community is “pleasant or unpleasant” and “rather positive or negative” were rated on 7-point Likert scales (.90). Quantity of contact, also adapted from Voci and Hewstone, was measured by asking participants to rate on a 5-point Likert scale ranging from 1 (none at all) to 5 (a great deal) how much contact they have with people from the other community “at meetings and events,” “just chatting to people,” and “over all social situations” (.83). Following Voci and Hewstone, we calculated a single measure of contact by multiplying together quality and quantity of contact, with a high score indicating high-frequency positive contact.",Perceived injustice (other)
1376,Coder 1,1,ca,Political participation. Participants rated on a 5-point scale from 1 (never) to 5 (very often) how often they “participated in political activities” and how often they “display symbols associated with your community.” These two items were collapsed to measure political participation (.66).,Collective action
1386,Coder 1,1,cq,"The ﬁrst set (n 5 4) tapped dimensions of interaction between White and Black people that have been featured widely in research on contact (e.g., Islam & Hewstone, 1993). Two of these items gauged the amount of interracial contact in terms of rates of casual conversation and interactions withfriends.Forexample,thequestion‘‘Howoftenhaveyouhad conversations with White people in the past week?’’ offered the response options ‘‘not at all,’’ ‘‘once or twice,’’ and ‘‘three times or more.’’ Prior to analysis, these two quantity-of-contact items were combined to form a single measure. Speciﬁcally, we transformed scores on measures of the frequency of casual and friendly contact into an ordinal variable with three degrees of contact between Blacks and Whites: no contact, casual contact only, and both casual contact and friendly contact.",Contact quantity
1386,Coder 1,1,pc,"The other two items measured contact in terms of its perceived cooperativeness and equality. For example, the question ‘‘When you come into contact with White people, is your contact with them friendly and cooperative?’’ offered the response options ‘‘most of the time,’’ ‘‘sometimes,’’ and ‘‘hardly ever.’’ In our subsequent analyses, these two items were used as individual measures of the perceived quality of contact.",Contact quality / Positive contact
1386,Coder 1,1,ps,"The second set of measures (n 5 12) tapped (a) in-principle attitudes toward racial equality in South Africa and (b) attitudes toward race-targeted policies in the context of employment, education, and land. Based on items used in research in the United States (e.g., Schuman et al., 1997), these measures were adapted for the South African context. In the sphere of employment, for example, respondents evaluated both the ideal of racial equality and the policies of afﬁrmative action and race-targeted skills training.",Policy support
1395,Coder 2,1,cq,"Students’ extent of contact with local students was measured using an eight-item Quantity of Contact Scale from Tawagi and Mak (2015) who originally adapted items from Ward et al. (2005). This measure comprises 4-point rating scales, where 1 stands for never, 2 for rarely (once a month), 3 for sometimes (2-4 times a month), and 4 for often (5-15 times a month). An example item is “Spending time together in the holidays.”",Contact quantity
1395,Coder 2,1,gd,"International students’ extent of perceived discrimination experienced in Hong Kong was measured by 10 items adapted from Sandhu and Asrabadi’s (1994) Acculturative Stress Scale. The measure comprises 5-point rating scales, where 1 stands for strongly disagree, and 5 stands for strongly agree. An example item is “Racial discrimination exists in Hong Kong.",Group discrimination
1407,Coder 1,1,cq,"White interracial contact is a measure of the respondent’s level of interaction with white people during his or her adult life over five social settings: (1) college, (2) present neighborhood, (3) grocery store, (4) place for medical care, and (5) present workplace, if employed. Responses include 1(“all Blacks”), 2 (“mostly Blacks”), 3 (“about half Black”), 4 (“mostly White”), and 5 (“almost all white”). I recoded these items to 1 (all Black or mostly Black contexts), 2 (half Black environments), and 3 (mostly White or almost all White contexts). I constructed a white interracial contact scale by summing the standardized values of the individual items and computing the average score over the non-missing items for each respondent.",Contact quantity
1407,Coder 1,1,pd,"I distinguish between major lifetime discrimination—discriminatory experiences that can undermine economic as well as social advancement—and day-to-day discrimination that undermines the worth of the individual but does not interfere with social mobility (Williams et al. 1997). Major discrimination  includes nine items assessing if the individual has ever:  (1) been unfairly fired, (2) been unfairly not hired, (3) been unfairly denied a promotion, (4) been unfairly treated or abused by the police, (5) been unfairly discouraged from continuing his or her education by a teacher or advisor, (6) been unfairly prevented from moving into a neighborhood, (7) had neighbors that made life difficult, (8) been unfairly denied a loan, or (9) received bad service from a repairman.   Everyday discrimination is measured with items asking the respondent if he or she has ever: (1) been treated with less courtesy than others, (2) been treated with less respect than others, (3) received poorer restaurant service than others, (4) had people act like you are not smart, (5)  had people act afraid of you, (6) had people act like you are dishonest, (7) had people act better than you, (8) been called names or insulted, (9) been threatened or harassed, or (10) been followed in stores. Response options include 0 (“never”), 1 (“less than once a year”), 2 (“a few times a year”), 3 (“a few times a month”), 4(“at least once a week”), and 5 (“almost everyday”).",Personal discrimination
1407,Coder 1,2,cq,"White interracial contact is a measure of the respondent’s level of interaction with white people during his or her adult life over five social settings: (1) college, (2) present neighborhood, (3) grocery store, (4) place for medical care, and (5) present workplace, if employed. Responses include 1(“all Blacks”), 2 (“mostly Blacks”), 3 (“about half Black”), 4 (“mostly White”), and 5 (“almost all white”). I recoded these items to 1 (all Black or mostly Black contexts), 2 (half Black environments), and 3 (mostly White or almost all White contexts). I constructed a white interracial contact scale by summing the standardized values of the individual items and computing the average score over the non-missing items for each respondent.",Contact quantity
1407,Coder 1,2,pd,"I distinguish between major lifetime discrimination—discriminatory experiences that can undermine economic as well as social advancement—and day-to-day discrimination that undermines the worth of the individual but does not interfere with social mobility (Williams et al. 1997). Major discrimination  includes nine items assessing if the individual has ever:  (1) been unfairly fired, (2) been unfairly not hired, (3) been unfairly denied a promotion, (4) been unfairly treated or abused by the police, (5) been unfairly discouraged from continuing his or her education by a teacher or advisor, (6) been unfairly prevented from moving into a neighborhood, (7) had neighbors that made life difficult, (8) been unfairly denied a loan, or (9) received bad service from a repairman.",Personal discrimination
1411,Coder 1,1,cq,"Quantity of contact was measured by three variables with answers ranging from 1 = never to 6 = several times a day. The first variable was, ‘‘In the past year, how often did you have contact with Christians (Muslims) as neighbors?’’ Two other variables were the same, except that they referred to the frequency of interreligious contact with classmates and people living in the same house or dormitory building. Exploratory factor analysis yielded a one-factor structure; the variables were therefore averaged to form a reliable index (Christians: a = .72; Muslims: a = .79). Higher values indicate more frequent interreligious contact.",Contact quantity
1411,Coder 1,1,pc,"Quality of contact was measured by sixteen items using five-point ordinal scales. The items referred to four aspects of the quality of contact, namely: goodness, closeness, equality, and cooperativeness (Allport 1954; Pettigrew and Tropp 2006). For example, the four variables for interreligious contact with neighbors were: ‘‘How would you rate your contact with Christians (Muslims) as neighbors?’’ on a scale ranging from 1 = very negative to 5 = very positive; ‘‘How close are you to your Christian (Muslim) neighbors?’’ on a scale ranging from 1 = not close at all to 5 = very close; ‘‘How equal would you say you are to your Christian (Muslim) neighbors?’’ on a scale ranging from 1 = not equal at all to 5 = very equal; and ‘‘How much do you cooperate with your Christian (Muslim) neighbors?’’ on a scale ranging from 1 = do not cooperate at all to 5 = cooperate a lot. As in the case of quantity of contact, the questions were repeated for other types of contact (i.e., friends, classmates, dorm mates). Factor analysis with an oblimin rotation indicated a three-factor structure: goodness, closeness/cooperativeness, and equality. However, because the factors were highly correlated (.59\r\.76), they were averaged to form a reliable index (Christians a = .93; Muslims a = .97). Higher scores indicate higher quality of interreligious contact.",Contact quality / Positive contact
1411,Coder 1,1,gd,"Perceived discrimination was measured by 17 items adapted from Fox (2000a, 2000b) that refer to different types of discrimination, namely, economic (i.e., labor market), political (i.e., freedom of expression), cultural (i.e., celebration of group ceremonies), and religious (i.e., building places of worship) (see Appendix A). The factor analysis indicated a onefactor structure; we therefore averaged the variables to form a reliable index ranging from 1 = totally disagree to 5 = totally agree (Christians a = .96; Muslimsa = .93). A higher score indicates stronger perceived discrimination. Christian respondents generally perceived significantly more group discrimination (M = 2.32, SD = .81) than Muslim respondents (M = 2.23, SD = .64), t(979) = 2.10, p\.05, Cohen’s d = .12 indicating a small effect size.",Group discrimination
1411,Coder 1,1,oa,"Negative attitudes toward the religious outgroup were measured by three negative statements adapted from Sterkens and Anthony (2008) with answers ranging from 1 = totally disagree to 5 = totally agree: ‘‘Christians (Muslims) only talk about doing good deeds without practicing them,’’ ‘‘When it comes to religion, Christians (Muslims) are less tolerant,’’ and ‘‘Christians (Muslims) are often the cause of religious conflict.’’ Exploratory factor analysis indicated a one-factor structure; the items were therefore averaged to form a reliable index: negative outgroup attitudes (Christians, a = .79; Muslims, a = .81). Higher scores indicate stronger negative attitudes. The mean comparison showed that there is no overall difference between Christians (M = 2.70, SD = .88) and Muslims (M = 2.72, SD = .87) in the extent to which they reported having negative attitudes toward the outgroup, t(1,223) = 2.50, p = .62",Outgroup attitudes
1412,Coder 1,1,cq,"The independent variable – intergroup contact – was measured by a single item: ‘How many of those you talk to on a regular basis are Danes?’ This item has four response categories –‘all of them’, ‘the vast majority’, ‘about half of them’, ‘a few’ and ‘none’ (plus a ‘don’t know’ category). This measure was subsequently treated as a metric variable and rescaled to vary from 0 to 1, higher values indicating greater contact intensity (‘don’t know’ responses were excluded from the empirical analyses).",Contact quantity
1412,Coder 1,1,pd,"Ourkeymoderator– perceivedpersonaldiscrimination – wasmeasured by four items with the following introductory text: ‘Within the last half year, how often have you felt being discriminated against in Denmark because of your 1892 J. P. F. THOMSEN AND A. RAFIQI ethnicbackground…’Followingthestemofthequestion,fourdomainswere speciﬁed in turn: ‘by the police, in public transportation, in the street, or in your bank’. The response categories were ‘very often’, ‘often’, ‘now and then’, ‘rarely’, and‘never’ (plus refusals that were excluded from the analysis). Factor analysis (with principal axis factoring as extraction method) of these four items together with the indicators of prejudice showed that they loadedon asinglefactor distinctivelydifferent fromthe otherone (measuring prejudice). In an unrotated solution, factor loadings ranged between 0.510 and 0.754, with an eigenvalue=2.535. Subsequently, an index of perceived personal discrimination was formed out of these four items by averaging responses, conditional upon valid responses to at least two items. The reliability of the index was satisfactory (Cronbach’s alpha=0.791). The index of perceived personal discrimination was subsequently rescaled to vary from 0 to 1, higher values indicating greater levels of discrimination (M= 0.103; SD=0.171).",Personal discrimination
1412,Coder 1,1,oa,"Our dependent variable – prejudice towards majority members – was measured by four indicators of social distance which is commonly considered one of the most classical components of prejudice (Pettigrew and Meertens 1995). The speciﬁc wording was as follows: Whether or not you have children yourself, I would like to know if you would allow your children to (1) interact with Danish friends, (2) to stay at a Danish friend’s home overnight, (3) to have a Danish girlfriend/boyfriend, and (4) to marry a Dane. The response categories were: ‘yes, always’, ‘yes, in almost all situations’, ‘no, usually not’, ‘no, never’ (plus don’t know responses).",Outgroup attitudes
1467,Coder 1,1,ic,"Intergroup Dialogue (IGD) and Identity Engagement IGD is a diversity and social justice education approach that utilizes facilitated, face-toface encounters between two social identity groups with a history of separation, avoidance of substantive interactions, and/or intergroup conﬂict (Nagda & Zúñiga, 2003). Premised on the view that attending explicitly to group identities is necessary for constructive intergroup relations in a diverse democracy, IGD uses social group membership as a lens to explore students’ diﬀerent life experiences, including how power and privilege shape these experiences and commitments in a diverse democracy. IGDs typically meet as credit-bearing courses once a week for 2–3 hours a session throughout an academic term. Co-facilitators guide students to dialogue across race/ ethnicity about race/ethnicity using a four-stage curriculum that integrates traditional academic content, structured learning exercises and individual reﬂection with faceto-face group dialogue. For example, students learn about personal and social identity by reading about identity theory and narratives and by completing identity worksheets that help them reﬂect on and discuss both their individual qualities and social group memberships, including race and ethnicity. They reﬂect on, compose, and share personal testimonials about their racial and ethnic socialization as well as the personal meaning of their racial and ethnic identities. Students listen attentively to each testimonial and ask questions to understand each other’s experiences more fully. They engage in collective dialogue to discern the commonalities and di ﬀerences in experiences. Later, in both intragroup caucuses and in the intergroup setting, students grapple with the role of social structure in shaping group identities as they discuss inequality, their access and lack of access to privilege and power, and the impact of their socially structured experiences on everyday life. They examine how the practices and policies of institutions (such as media, justice, and education) contribute to the production and reproduction of racial and ethnic stereotypes, prejudices, and inequalities. In subsequent sessions, with an understanding of identity and inequality and skills in intergroup communication, students engage in dialogues on controversial issues such as racial proﬁling, immigration, interracial relationships, or reparations. They critically analyse multiple perspectives on how these issues beneﬁt and harm diﬀerent groups of people and what is assumed, known and not known about the issues. Finally, small, racially, and ethnically diverse sub-groups carry out an intergroup collaboration project in which they identify, plan, and carry out activities designed to redress inequalities on campus. The small groups present their projects and the process of their collaboration, including how their racial/ethnic identities aﬀected their project choice and their participation in the small group. A culminating collective reﬂection centres on building support and alliances for learning and action beyond the dialogue group (for a detailed description of the IGD model, see Nagda & Gurin, 2013; Zúñiga, Nagda, Chesler, & CytronWalker, 2007).",Intergroup contact (other)
1467,Coder 1,1,gd,"Understanding of Structural Causes of Inequality Structural understanding of inequality was assessed on a 4-item, 7-point response scale (1 = disagree strongly; 7 = agree strongly; 1-year follow-up α = .81) (Gurin et al., 1980). Students indicated how much they agreed or disagreed with, ‘What one can achieve in life is still limited by one’s race or ethnicity,’‘Prejudice and discrimination in the educational system limit the success of people of color,’‘Unfair hiring and promotion practices help keep many people of color from gaining positions of power,’ and ‘Most people of color are no longer discriminated against in this country’ (reverse-coded).",Group discrimination
1467,Coder 1,1,ca,"Frequency of Action Based on research conducted on the impact of dialogue participation on commitment to action, participants indicated on a 9-item, 7-point response scale (1 = never; 7 = very MULTICULTURAL EDUCATION REVIEW 231 often; α = .87) their frequency of taking action to educate the self, educate others, and collaborate in collective action (Nagda et al., 2004). Following the stem, ‘indicate how often you have engaged in each of the actions during the last few months,’ example items included, ‘Recognize and challenge the biases that aﬀect my own thinking’ (Educate self); ‘Challenge others on derogatory comments’ (Educate others); ‘Participate in a coalition of diﬀerent groups to address some social issues’ (Intergroup collaboration).",Collective action
1494,Coder 2,1,oc,"use the percentages of one’s own racial category within his or her NC to construct the neighborhood percentage co-racial.7 As this variable increases, one’s neighborhood contains more individuals from the respondent’s in-group. Conversely, as this variable decreases, one’s neighborhood contains more out-group members.",Opportunity for contact
1494,Coder 2,1,pd,"Perceptions of discrimination develops from two dichotomous variables, indicating that the respondent perceives victimization sometimes or often versus never. The first captures a milder form, asking if the respondent has ever felt disliked because of race or ethnicity. The second is more serious with potential socioeconomic consequences, asking if the respondent has ever been treated unfairly in school or work because of race or ethnicity. I combine these items into a dichotomous measure indicating whether the respondent has ever perceived discrimination.6",Personal discrimination
1494,Coder 2,2,oc,same as sample 1,Opportunity for contact
1494,Coder 2,2,pd,same as sample 1,Personal discrimination
1494,Coder 2,3,cf,"I use three measures of interracial contact. Friendship contact measures the proportion of the respondent’s friendship network that are racial out-group members. The variable is measured on a 3-point scale ranging from all same-race friends, coded as 1, to half or more different-race friends, coded as 3.",Cross-group friendship
1494,Coder 2,3,pd,"I use reports of both minor and major discrimination. The former is a dichotomous indicator taken from a series of questions asking whether others have ever treated the respondent with less courtesy, with fear or as if they are better than the respondent. Those who indicated experience with any of these because of their ethnicity or race were coded as 1, indicating minor discrimination experiences, and zero otherwise.",Personal discrimination
1494,Coder 2,3,cq,"Respondents also reported their frequency of workplace contact with out-groups. The variable is measured on a 3-point scale ranging from 1, indicating “never” to 3, indicating “almost everyday.” Those not currently holding jobs (retired, students, those with disabilities, housewives and the unemployed) were coded as having no workplace contact.",Workplace Contact
1494,Coder 2,3,cq,"Finally, neighborhood interracial contact measures the frequency of interacting with racial out-groups within one’s neighborhood. The variable is measured on a 5-point scale ranging from “never/less than once per year”, coded as 1, to “almost every day”, coded as 5.",Neighbourhood Contact
1494,Coder 2,3,pd,Major racial discrimination combines responses to six dichotomous indicators of experience with any of the following because of race: 1) being denied a job or promotion; 2) being unfairly stopped and searched by the police; 3) having neighbors make life difficult for the respondents’ family; 4) being denied housing; 5) having a real estate agent show housing only in certain areas; and 6) treated unfairly when trying to obtain a mortgage loan.,Major Discrimination
1494,Coder 2,4,cf,same as sample 3,Cross-group friendship
1494,Coder 2,4,pd,same as sample 3,Personal discrimination
1494,Coder 2,4,cq,same as sample 3,Workplace Contact
1494,Coder 2,4,cq,same as sample 3,Neighbourhood Contact
1494,Coder 2,4,pd,same as sample 3,Major discrimination
1525,Coder 1,1,cf,"Ethnic peer preferences. Modeled after singleitem assessments high in face validity and used effectively in other research areas [e.g., attachment questionnaires (Hazan & Shaver, 1987); healthrelated quality of life (Cunny & Perri, 1991)], adolescents were asked, “Think about the friends that you hang out with. Are your friends mostly of your same ethnicity or of a different ethnicity?”",Cross-group friendship
1525,Coder 1,1,pd,"Perceived discrimination. Adolescents were asked, “How often have you felt racial or ethnicitybased discrimination in the following situations,” using a list of seven events (e.g., being treated unfairly, being treated with less respect). On a 1 never to 5 all the time scale, respondents indicated each event’s frequency (M = 2.26, SD = .96, a = .90). This measure was based on extensive qualitative research (Rosenbloom & Way, 2004) and developed for use with adolescents from diverse ethnic groups (Greene, Way, & Pahl, 2006).",Personal discrimination
1525,Coder 1,1,gi,"Ethnic identity. A shortened Multidimensional Inventory of Black Identity used in prior work (Yip, Seaton, & Sellers, 2006) measured ethnic identity. Items were modiﬁed to be completed by members of any ethnic group. Two subscales were included. The 4-item Regard subscale measures adolescents’ positive feelings toward their ethnic group (M = 4.34, SD = .84, a = .88). Sample items read, “I feel good about being a member of my ethnic group,” and, “I feel that my ethnic group has made valuable contributions to this society.” The 4-item Centrality subscale assesses whether individuals feel their ethnicity is central to their selfconcept (M = 4.16, SD = .97, a = .91). Sample items read, “In general, being a member of my ethnic group is an important part of my self-image,” and, “I have a strong sense of belonging to my ethnic group.” All items are scored from 1 strongly disagree to 5 strongly agree with higher scores reﬂecting higher regard and centrality.",Group identificaiton
