id,sample,var,variable,name,text,ic_direct,ic_quality,pi_personal,pi_specific
1576,1,ic,oc,Opportunity for contact,"Contact opportunity was tested through a measure of neighborhood density that tapped common, everyday opportunities for contact with non-Chinese residents. Responses were combined into three categories: ~1! all and mostly Chinese, ~2! some Chinese, and ~3! few Chinese and no Chinese.",Indirectly,No,NA,NA
1576,1,pi,pd,Personal discrimination,"Our two major dependent variables were the perceptions of discrimination based on race and language. Each variable was measured by a single item. For perceived discrimination based on race, the question asked respondents was: “Now thinking over your whole life, have you ever been treated unfairly or badly because of your race or ethnicity?” The question asked for language was: “Now thinking over your whole life, have you ever been treated unfairly or badly because you speak a different language or you speak with an accent?” Respondents indicated whether they did or did not have such experiences. To determine the recency of any unfair treatment, respondents were also asked to identify the year when unfair treatment last occurred. In the analyses that follow, we conservatively use reports of unfair treatment over the past year only.",NA,NA,Personal,General
1614,1,ic,cf,Cross-group friendship,"Cross-group friendships the Turkish and Kurdish participants were asked to indicate how many of their close friends were, respectively, Kurdish and Turkish. A five-point scale was used with the response categories, None (1), Around 1/4th (2), Around half (3), Around 3/4rd (4), and Almost all (5).",Directly,Yes,NA,NA
1614,1,pi,gd,Group discrimination,"‘In general, how often are Kurds being discriminated in daily life?’ and ‘In general, how often are Kurds being discriminated in schools or at work?’ The items are strongly correlated (r = .87). An average score of these items was computed.",NA,NA,Group,General
1658,1,ic,cq,Contact quantity,"Three separate items assessed respondents’ contact frequency in relation to each of the other groups by asking how often they ‘‘interact with [whites/blacks/ immigrants from Mexico/immigrants from India]’’ across three social spaces, including ‘‘at your job’’ (workplace), ‘‘around your home or in your neighborhood’’ (neighborhood), and ‘‘outside of your neighborhood’’ such as ‘‘at restaurants, stores, and malls’’ (public spaces). Responses to these items ranged from 0 (never) to 3 (often); these responses were summed to create overall measures of contact frequency across social spaces for respondents from each group in relation to each of the other groups.",Directly,No,NA,NA
1658,1,ic,pc,Contact quality / Positive contact,"Contact quality was assessed in two ways. First, those respondents who reported some degree of contact with the specified group were asked about the friendliness of contact with that group across the three social spaces; specifically, ‘‘when you interact with [whites/blacks/ immigrants from Mexico/immigrants from India] [at work/around your home or in your neighborhood/at restaurants, stores, and malls], does the contact with them generally feel . . . ’’ with responses ranging from –2 (very unfriendly) to 12 (very friendly). Responses to these items were averaged to create a composite measure of contact friendliness across social spaces for respondents from each group in relation to each of the other groups. Internal consistency for these composite measures was evaluated using the congeneric confirmatory factor analysis–based model of scale reliability (Graham 2006; Raykov 1997).4 Specifically, scale reliability was calculated using coefficient omega (v) with a 95 percent bias-corrected bootstrap (BC) confidence interval (Raykov 1997). 5 Estimates of reliability (v) for the contact friendliness measures ranged between .50 and .62 among whites, .51 and .62 among blacks, .72 and .76 among Mexicans, and .52 and .66 among Indians.",Directly,Yes,NA,NA
1658,1,pi,pd,Personal discrimination,"Respondents also indicated how often they have perceived discrimination from each of the other groups. Specifically, they completed three versions of the following item, adapted for respondents from each metropolitan area: ‘‘Thinking about your experiences in [greater Philadelphia/Atlanta], how often would you say you have been treated unfairly or poorly by [whites/blacks/immigrants from Mexico/immigrants from India]?’’. Item responses ranged from 0 (never) to 3 (often).",NA,NA,Personal,General
1658,2,ic,cq,Contact quantity,"Three separate items assessed respondents’ contact frequency in relation to each of the other groups by asking how often they ‘‘interact with [whites/blacks/ immigrants from Mexico/immigrants from India]’’ across three social spaces, including ‘‘at your job’’ (workplace), ‘‘around your home or in your neighborhood’’ (neighborhood), and ‘‘outside of your neighborhood’’ such as ‘‘at restaurants, stores, and malls’’ (public spaces). Responses to these items ranged from 0 (never) to 3 (often); these responses were summed to create overall measures of contact frequency across social spaces for respondents from each group in relation to each of the other groups.",Directly,No,NA,NA
1658,2,ic,pc,Contact quality / Positive contact,"Contact quality was assessed in two ways. First, those respondents who reported some degree of contact with the specified group were asked about the friendliness of contact with that group across the three social spaces; specifically, ‘‘when you interact with [whites/blacks/ immigrants from Mexico/immigrants from India] [at work/around your home or in your neighborhood/at restaurants, stores, and malls], does the contact with them generally feel . . . ’’ with responses ranging from –2 (very unfriendly) to 12 (very friendly). Responses to these items were averaged to create a composite measure of contact friendliness across social spaces for respondents from each group in relation to each of the other groups. Internal consistency for these composite measures was evaluated using the congeneric confirmatory factor analysis–based model of scale reliability (Graham 2006; Raykov 1997).4 Specifically, scale reliability was calculated using coefficient omega (v) with a 95 percent bias-corrected bootstrap (BC) confidence interval (Raykov 1997). 5 Estimates of reliability (v) for the contact friendliness measures ranged between .50 and .62 among whites, .51 and .62 among blacks, .72 and .76 among Mexicans, and .52 and .66 among Indians.",Directly,Yes,NA,NA
1658,2,pi,pd,Personal discrimination,"Respondents also indicated how often they have perceived discrimination from each of the other groups. Specifically, they completed three versions of the following item, adapted for respondents from each metropolitan area: ‘‘Thinking about your experiences in [greater Philadelphia/Atlanta], how often would you say you have been treated unfairly or poorly by [whites/blacks/immigrants from Mexico/immigrants from India]?’’. Item responses ranged from 0 (never) to 3 (often).",NA,NA,Personal,General
1658,3,ic,cq,Contact quantity,"Three separate items assessed respondents’ contact frequency in relation to each of the other groups by asking how often they ‘‘interact with [whites/blacks/ immigrants from Mexico/immigrants from India]’’ across three social spaces, including ‘‘at your job’’ (workplace), ‘‘around your home or in your neighborhood’’ (neighborhood), and ‘‘outside of your neighborhood’’ such as ‘‘at restaurants, stores, and malls’’ (public spaces). Responses to these items ranged from 0 (never) to 3 (often); these responses were summed to create overall measures of contact frequency across social spaces for respondents from each group in relation to each of the other groups.",Directly,No,NA,NA
1658,3,ic,pc,Contact quality / Positive contact,"Contact quality was assessed in two ways. First, those respondents who reported some degree of contact with the specified group were asked about the friendliness of contact with that group across the three social spaces; specifically, ‘‘when you interact with [whites/blacks/ immigrants from Mexico/immigrants from India] [at work/around your home or in your neighborhood/at restaurants, stores, and malls], does the contact with them generally feel . . . ’’ with responses ranging from –2 (very unfriendly) to 12 (very friendly). Responses to these items were averaged to create a composite measure of contact friendliness across social spaces for respondents from each group in relation to each of the other groups. Internal consistency for these composite measures was evaluated using the congeneric confirmatory factor analysis–based model of scale reliability (Graham 2006; Raykov 1997).4 Specifically, scale reliability was calculated using coefficient omega (v) with a 95 percent bias-corrected bootstrap (BC) confidence interval (Raykov 1997). 5 Estimates of reliability (v) for the contact friendliness measures ranged between .50 and .62 among whites, .51 and .62 among blacks, .72 and .76 among Mexicans, and .52 and .66 among Indians.",Directly,Yes,NA,NA
1658,3,pi,pd,Personal discrimination,"Respondents also indicated how often they have perceived discrimination from each of the other groups. Specifically, they completed three versions of the following item, adapted for respondents from each metropolitan area: ‘‘Thinking about your experiences in [greater Philadelphia/Atlanta], how often would you say you have been treated unfairly or poorly by [whites/blacks/immigrants from Mexico/immigrants from India]?’’. Item responses ranged from 0 (never) to 3 (often).",NA,NA,Personal,General
1695,1,ic,cf,Cross-group friendship,"Contact was measured using the following item: “Roughly how many hours (if any) have you spent with friends from each of the following groups in the last week?” Participants entered an open-ended number in response to the question for each of five ethnic groups: Americans, NZ Europeans, Māori, Asians, and Pacific Islanders. For this analysis, outgroup contact for Māori was operationalized as hours spent with NZ European friends and ingroup contact as hours spent with Māori friends.",Directly,Yes,NA,NA
1695,1,pi,ld,Legitimacy of injustice item 1,We are all New Zealanders and the law should not make provision for minority groups because of their ethnicity,NA,NA,Group,General
1695,1,pi,ld,Legitimacy of injustice item 2,True equality can be achieved only once we recognize that some ethnic groups are currently more disadvantaged than others and require additional assistance from the government,NA,NA,Group,General
1695,1,pi,ld,Legitimacy of injustice item 3,We are all one nation and we should all be treated the same. No one should be entitled to anything more than the rest of us simply because they belong to one particular ethnic group.”,NA,NA,Group,General
1743,1,ic,cf,Cross-group friendship,"Friendships with whites To assess contact with White friends at Time 1 (WF1) and Time 2 (WF2), participants were asked to indicate in a single item how many of their closest friends at UCLA were Caucasian, on a scale from 1 (‘None’) to 5 (‘All’).",Directly,Yes,NA,NA
1743,1,pi,pi,Perceived injustice (other),"Perceptions of discrimination The measure for perceived discrimination on campus at Time 1 (PD1) and Time 2 (PD2) is the aggregate of two items, in which participants were asked whether they personally and whether other members of their ethnic group experienced discrimination at UCLA because of their ethnicity. Students rated the degree to which they agreed or disagreed with these statements on a scale from 1 (‘strongly disagree’) to 7 (‘strongly agree’). Responses to the two items at each time point were averaged, and correlations between the two items were high in each of the ethnic minority samples(Time1: African American r=.77, Latino American r=.73, Asian American r=.78; Time 2: African American r= .66, Latino American r =.73, Asian American r =.82).",NA,NA,Both,General
1743,2,ic,cf,Cross-group friendship,"Friendships with whites To assess contact with White friends at Time 1 (WF1) and Time 2 (WF2), participants were asked to indicate in a single item how many of their closest friends at UCLA were Caucasian, on a scale from 1 (‘None’) to 5 (‘All’).",Directly,Yes,NA,NA
1743,2,pi,pi,Perceived injustice (other),"Perceptions of discrimination The measure for perceived discrimination on campus at Time 1 (PD1) and Time 2 (PD2) is the aggregate of two items, in which participants were asked whether they personally and whether other members of their ethnic group experienced discrimination at UCLA because of their ethnicity. Students rated the degree to which they agreed or disagreed with these statements on a scale from 1 (‘strongly disagree’) to 7 (‘strongly agree’). Responses to the two items at each time point were averaged, and correlations between the two items were high in each of the ethnic minority samples(Time1: African American r=.77, Latino American r=.73, Asian American r=.78; Time 2: African American r= .66, Latino American r =.73, Asian American r =.82).",NA,NA,Both,General
1743,3,ic,cf,Cross-group friendship,"Friendships with whites To assess contact with White friends at Time 1 (WF1) and Time 2 (WF2), participants were asked to indicate in a single item how many of their closest friends at UCLA were Caucasian, on a scale from 1 (‘None’) to 5 (‘All’).",Directly,Yes,NA,NA
1743,3,pi,pi,Perceived injustice (other),"Perceptions of discrimination The measure for perceived discrimination on campus at Time 1 (PD1) and Time 2 (PD2) is the aggregate of two items, in which participants were asked whether they personally and whether other members of their ethnic group experienced discrimination at UCLA because of their ethnicity. Students rated the degree to which they agreed or disagreed with these statements on a scale from 1 (‘strongly disagree’) to 7 (‘strongly agree’). Responses to the two items at each time point were averaged, and correlations between the two items were high in each of the ethnic minority samples(Time1: African American r=.77, Latino American r=.73, Asian American r=.78; Time 2: African American r= .66, Latino American r =.73, Asian American r =.82).",NA,NA,Both,General
1762,1,ic,oc,Opportunity for contact,"A significant main effect for the between-groups fac- tor indicated that those who had lived in the North all their lives perceived less discrimination than those who had lived outside of the community, F(I, 174) = 5.18. p < .05. q' = .03. ... A significant interaction efkct revealed that individuals who worked in their homes (M = 4.08) perceived less group discrimination than individuals who worked outside their homes full time or part time (M = 4.52). F( I, 170) = 3.93, p < .05, q2 = .02.",Indirectly,No,NA,NA
1762,1,pi,gd,Group discrimination,"2. In your opinion, is there discrimination against your ethnic group'? Respondents answered using an I I point Liken-type scale in which 0 indi- cated that discrimination occurred not ut all, 5 indicated that discrimination occurred somewhat, and I0 indicated that discrimination occurred very niitch. the ethnic group you belong to'?",NA,NA,Group,General
1762,1,pi,pi,Perceived injustice (other),This is a combination of PD and GD (as the eta-squared does not distinguish between the two).,NA,NA,Both,General
1807,1,ic,cq,Contact quantity,"Social integration was measured by the frequency of contacts with Dutch natives. We constructed a mean variable of the following two questions: ‘How often do you have contacts with autochthonous friends and acquaintances?’ and ‘How often do you have contacts with autochthonous neighbours?’ (1 = ‘Less than once a year’,5= ‘Every day’). Respondents who answered ‘not applicable’ were treated as having no contact with natives. The correlation between the items was positive (Pearson’s r = .449).",Directly,No,NA,NA
1807,1,pi,pd,Personal discrimination,"Perceived discrimination was measured by one general question and by four specific sub-questions. The general question asked ‘Did you ever experience discrimination? How often did this happen?’ with answer categories 1 = ‘Never’, 5=‘Very often’. There were 72 participants who did not know or did not want to answer this question. Just as for national identification, these values were treated as missing in the later analysis. The other questions asked whether participants ever suffered discrimination in each of the following four domains: at work, in the street, in institutional offices and when looking for a job. A count variable was made, with respondents scoring 0 if they never experienced discrimination in any of the domains, and 4 if they experienced discrimination in all four domains. The general experience of discrimination was recoded into a 0–4 scale to match the count variable of discrimination. The correlation between the general question and the count variable was quite high (Pearson’s r = .723), and a variable with a mean score was constructed.",NA,NA,Personal,General
1850,1,ic,cq,Contact quantity,"How OFTEN do you have social contacts with the following? (1 = never, 5 = very often) a. local nationals",Directly,No,NA,NA
1850,1,ic,pc,Contact quality / Positive contact,"How SATISFIED are you with your social contacts with the following? (1 = very unsatisfied, 5 = very satisfied) a. local nationals",Directly,Yes,NA,NA
1850,1,pi,gd,Group discrimination,"How much discrimination exists against you or your cultural group from the following? (1 = most would discriminate, 5 = no one would discriminate) Scoring note: This item will be reversed scored. a. local nationals",NA,NA,Group,General
1891,1,ic,cf,Cross-group friendship,Campus friendships of different religion and different ancestry,Indirectly,No,NA,NA
1891,1,pi,pi,Perceived injustice (other),"The Perceived Discrimination Scale consisted of nine survey items:  “The campus attracts ethnic diversity”(item 75); “The campus encourages open racial, ethnic, and religious discussion” (item 77); “I feel discriminated against by students because of my ancestry” (item 80); “The administration supports minority  group organizations” (item 81); “I feel discriminated against by students, because of my religion” (item 82); “I feel discriminated against by faculty, because of my ancestry” (item 83); “I feel discriminated  against by faculty, because of my religious faith” (84); “The administration discriminates against my ethnic group” (item 86); and, “The administration discriminates against my religious faith” (87). All nine items were adapted from Maxwell’s 1998 survey, which he administered to 1,164 students from an urban community college in Southern California. ... The remaining items, 74, 77, and 81, do not refer directly to perceived discrimination, but are positive statements about the campus climate, for example. institutional support, openness to racial and religious discussion and campus diversity. ... The six discrimination worded items and the three campus climate items seem to suggest two different measures of perceived discrimination.26 I therefore submitted the nine items to a Principal Components factor analysis with Varimax rotation in order to determine if they loaded on the same factor or different factors. Table 18 revealed that the six discrimination worded items and the three campus climate items loaded on two different factors, factors 1 and 2, respectively.",NA,NA,Personal,General
1914,1,ic,ic,Intergroup contact (other),"recuencia de contacto con extranjeros y locales: Sobre la base de las propuestas de Ward y colaboradores (2001) se dise ñó una encuesta para evaluar la frecuencia de contacto de los estudiantes migrantes con otras personas de su país de ori gen, con otros extranjeros y con miembros de la cultu ra huésped. Se preguntaba sobre la cantidad de amigos de su país, extranjeros (no de su país) y argentinos en una escala de 1 (ninguno) a 5 (muchos). Si el encuestado pasaba el tiempo libre con personas de su país, extranjeros o argentinos en una escala de 1 (nunca) a 5 (siempre), tanto dentro como fuera del ámbito donde realizaba sus estudios. Finalmente, se preguntaba acerca de la frecuencia de contacto total con miembros del país de origen, otros extranjeros y argen tinos. Se calculó la media de los cuatro segmen tos de preguntas y así se obtuvieron tres puntuaciones: (1) frecuencia de contacto con per sonas del mismo país ( = .86); (2) frecuencia de contacto con extranjeros ( = .85) y (3) fre cuencia de contacto con argentinos ( = .88).",Directly,No,NA,NA
1914,1,pi,pd,Personal discrimination,"Discriminación percibida: Se adaptaron algunos ítemes del Proyecto Internacional de la Juventud Migrante (ICSEY) de Berry y colaboradores (2006) y así se confeccionó una en cuesta de ocho ítemes que evaluaba la frecuencia de haber sido tratado injustamente, amenazado o no ser aceptado por pares, profesores o adultos por el solo hecho de pertenecer a un grupo cultural diferente. Los participantes contestaban en una escala Likert con cinco opciones de respuesta (total acuerdo / total desacuerdo). Ejemplos de ítemes: “Pienso que en este país se trata injustamente a los extranjeros”; “Me insultaron o maltrataron por el sólo hecho de ser extranjero”. La fiabilidad de esta prueba para la muestra de extranjeros calculada mediante el coeficiente Alpha fue igual a .88.",NA,NA,Both,General
1949,1,ic,pc,Contact quality / Positive contact,"Two items were used to assess the frequency of positive and negative intergroup contact the participants experienced (Barlow et al., 2012; “On average, how frequently do you have positive/good contact with Germans?” and",Directly,Yes,NA,NA
1949,1,pi,pd,Personal discrimination,"To assess the degree to which the participants felt discriminated against, 5 items from the Mutual Intercultural Relations in Plural Societies (MIRIPS) questionnaire were used (Centre for Applied Cross-Cultural Research, 2010). Items included, for example, “I don’t feel accepted by Germans” and “I have been threatened or attacked because of the country I come from”. Responses were indicated on a 5-point Likert scale (from 1= “I strongly disagree” to 5= “I strongly agree”).",NA,NA,Personal,Both
1966,1,ic,cf,Best friend is immigrant (reversed),"Best friend is immigrant (reversed) At the best friend level, participants reported whether they had an inter- or intraethnic best friend, i.e., a native German/Israeli, or ethnic German/Russian Jewish immigrant. At this level, therefore, FH was represented by having an ethnic German or Russian Jew as best friend, respectively.",Directly,Yes,NA,NA
1966,1,ic,cf,Cross-group friendship,"Proportion of intraethnic friends in network For more distant friendships, participants reported the number of friends that were native Germans (Israelis) or ethnic Germans (Russian Jews). On average, participants reported a rather large number of more distant friendships (mean = 28 in Germany and 34 in Israel; median = 20 for Germany and 21 for Israel), which indicated that the friends mentioned in this question included an extended peer network. FH in more distant friendships was represented by the ratio of intraethnic friends among all friends in both immigrant groups (calculated by dividing the number of intraethnic friends by the total number of intra- and interethnic friends).",Directly,Yes,NA,NA
1966,1,ic,cf,Clique consists mainly of immigrants (reversed),"Clique consists mainly of immigrants (reversed) On the clique level, participants rated whether the clique was fully interethnic, i.e., comprised solely of native Germans/Israelis, whether the clique was mixed (immigrants and nonimmigrants), or whether it was fully intraethnic.",Indirectly,No,NA,NA
1966,1,pi,pd,Personal discrimination,"Discrimination was assessed using the mean of three items taken from Steinbach and Nauck (2000). Adolescents had to rate the frequency of being discriminated against “at school/work,” “when visiting administrative officials,” and “in shops.” The answering format was never, once or twice, three to five times, six to ten times, and more than ten times. The three-item measure worked comparably in both samples and showed sufficient reliability (Cronbach’s α = .66 in both samples). A fourth item (“in bars/restaurants/discotheques”) was not used, because it was a poor indicator in both samples (probably adolescent immigrants do not visit these places very often because of lack of financial resources).",NA,NA,Personal,General
1966,2,ic,cf,Best friend is immigrant (reversed),"Best friend is immigrant (reversed) At the best friend level, participants reported whether they had an inter- or intraethnic best friend, i.e., a native German/Israeli, or ethnic German/Russian Jewish immigrant. At this level, therefore, FH was represented by having an ethnic German or Russian Jew as best friend, respectively.",Directly,Yes,NA,NA
1966,2,ic,cf,Cross-group friendship,"Proportion of intraethnic friends in network For more distant friendships, participants reported the number of friends that were native Germans (Israelis) or ethnic Germans (Russian Jews). On average, participants reported a rather large number of more distant friendships (mean = 28 in Germany and 34 in Israel; median = 20 for Germany and 21 for Israel), which indicated that the friends mentioned in this question included an extended peer network. FH in more distant friendships was represented by the ratio of intraethnic friends among all friends in both immigrant groups (calculated by dividing the number of intraethnic friends by the total number of intra- and interethnic friends).",Directly,Yes,NA,NA
1966,2,ic,cf,Clique consists mainly of immigrants (reversed),"Clique consists mainly of immigrants (reversed) On the clique level, participants rated whether the clique was fully interethnic, i.e., comprised solely of native Germans/Israelis, whether the clique was mixed (immigrants and nonimmigrants), or whether it was fully intraethnic.",Indirectly,No,NA,NA
1966,2,pi,pd,Personal discrimination,"Discrimination was assessed using the mean of three items taken from Steinbach and Nauck (2000). Adolescents had to rate the frequency of being discriminated against “at school/work,” “when visiting administrative officials,” and “in shops.” The answering format was never, once or twice, three to five times, six to ten times, and more than ten times. The three-item measure worked comparably in both samples and showed sufficient reliability (Cronbach’s α = .66 in both samples). A fourth item (“in bars/restaurants/discotheques”) was not used, because it was a poor indicator in both samples (probably adolescent immigrants do not visit these places very often because of lack of financial resources).",NA,NA,Personal,General
1993,1,ic,cq,Contact quantity,"Participants were asked to rate on a 5-point scale (endpoints: never/very often) the quantity of contact with Singaporeans and fellow co-nationals in 13 different areas. These included various recreational and religious activities, sports, and discussions of political or academic issues.",Directly,No,NA,NA
1993,1,ic,pc,Contact quality / Positive contact,"The quality of contact was assessed by asking participants to rate on a 5-point scale (endpoints: not at all/very), how satis®ed they were with their relationships with both parties. A high score on either dimension (quantity or quality) indicates more contact or a better relationship with the host or co-nationals.",Directly,Yes,NA,NA
1993,1,pi,pd,Personal discrimination,This instrument was modi®ed from Hocoy's (1994) perceived racism scale and consists of 18 statements that tap perceived discrimination at the individual level. Examples include ``I sometimes feel discriminated against because I am from the PRC'' and ``Singaporeans often make me feel inferior''. Participants indicate their agreement with each statement on a 7-point Likert scale,NA,NA,Personal,General
2001,1,ic,oc,Opportunity for contact,"Our primary explanatory variable was percent of households with persons who are African American (hereafter “percent black”). The selection of additional neighborhoodlevel census variables for consideration was guided by previous research on health-related outcomes and/or perceived discrimination (Diez Roux 2001; Robert and Reither 2004; Williams, Neighbors, and Jackson 2003), as well as by associations observed between these variables and neighborhood composition (Table 1). ...  Women were divided into equally spaced categories based on their neighborhood’s racial composition (percent black): <20, 20–39, 40–59, 60–79, and ≥80.18",Indirectly,No,NA,NA
2001,1,pi,pd,Personal discrimination,"Three questions asked about lifetime experience of being “treated unfairly due to your race” in three settings: on the job, in housing, and by the police. Response options were: yes or no.",NA,NA,Personal,General
2023,1,ic,cf,Cross-group friendship,"Friendship measurements. To assess cross-ethnic friendship quantity, students were asked to think about their friends that they hang out with regularly. The first question involved two open-ended items that assessed participants’ approximate number of friends from the same and different ethnic groups (“How many friends do you have from your own ethnic group?’ and “How many friends do you have from a different ethnic group?”). A composite variable of cross-ethnic friendship quantity was obtained by computing the ratio of  cross-ethnic friendship numbers to the total number of friendships.   Cross-ethnic friendship quality was assessed as a second friendship measure. Research suggest from childhood into adolescence, individuals increasingly spend more time with friends within their peer group and form close friendships (Berndt, 1998; Eccles et al.,  2006) and psychological closeness is a key feature of peer friendship and acceptance (Parker & Asher, 1993). Cross-ethnic friendship quality was therefore assessed by a second question where the participants were asked to think about their three best cross-ethnic friends. For each friend, students were asked to rate the frequency of interaction (“How much do you interact with this friend?”) ranging from 1 (not very frequently) to 5 (very frequently) and closeness (“How close do you feel to this friend?”) ranging from 1 (not very close) to 5 (extremely close). A composite variable of friendship quality was then computed by combining the mean interaction and closeness for three best cross-ethnic friends (See Appendix B).",Indirectly,No,NA,NA
2023,1,pi,pd,Personal discrimination,"Perceived ethnic discrimination. PED was measured by an eight-item scale which assessed how often children perceived each ethnic discrimination experience (MADIC, 1991, 1998, see Wong et al., 2003). Some of the items were: “How often do you feel that teachers call on you less often than they call other kids because of your race or ethnicity?” and “How often do you feel like you are not picked up for certain teams or other school activities because of your race or ethnicity?”. The response scale ranged from 1 (never) to 5 (all the time). The reliability of the scale was high with Cronbach’s alpha coefficient of .90.",NA,NA,Personal,Specific
2023,2,ic,cf,Cross-group friendship,"Friendship measurements. To assess cross-ethnic friendship quantity, students were asked to think about their friends that they hang out with regularly. The first question involved two open-ended items that assessed participants’ approximate number of friends from the same and different ethnic groups (“How many friends do you have from your own ethnic group?’ and “How many friends do you have from a different ethnic group?”). A composite variable of cross-ethnic friendship quantity was obtained by computing the ratio of cross-ethnic friendship numbers to the total number of friendships.   Cross-ethnic friendship quality was assessed as a second friendship measure. Research suggest from childhood into adolescence, individuals increasingly spend more time with friends within their peer group and form close friendships (Berndt, 1998; Eccles et al., 2006) and psychological closeness is a key feature of peer friendship and acceptance (Parker & Asher, 1993). Cross-ethnic friendship quality was therefore assessed by a second question where the participants were asked to think about their three best cross-ethnic friends. For each friend, students were asked to rate the frequency of interaction (“How much do you  interact with this friend?”) ranging from 1 (not very frequently) to 5 (very frequently) and closeness (“How close do you feel to this friend?”) ranging from 1 (not very close) to 5 (extremely close). A composite variable of friendship quality was then computed by combining the mean interaction and closeness for three best cross-ethnic friends (See Appendix B).",Indirectly,No,NA,NA
2023,2,pi,pd,Personal discrimination,"Perceived ethnic discrimination. PED was measured by an eight-item scale which assessed how often children perceived each ethnic discrimination experience (MADIC, 1991, 1998, see Wong et al., 2003). Some of the items were: “How often do you feel that teachers call on you less often than they call other kids because of your race or ethnicity?” and “How often do you feel like you are not picked up for certain teams or other school activities because of your race or ethnicity?”. The response scale ranged from 1 (never) to 5 (all the time). The reliability of the scale was high with Cronbach’s alpha coefficient of .90.",NA,NA,Personal,Specific
2033,1,ic,ic,Intergroup contact (other),"Next, participants in all conditions except the no-interaction condition were invited to participate in an ostensibly unrelated study on “Friendship Formation” run by a different research assistant (Experimenter 2), in a labouratory down the hall. ... Following the fast friends exercise, participants were seated at separate tables and began completing a questionnaire containing a variety of filler items. At this point, Experimenter 1 (the research assistant from the “first” study) arrived and indicated to Experimenter 2 that he had forgotten to administer one of his questionnaires and asked if he could administer it to the participants now. This “forgotten” questionnaire contained the measures of willingness to engage in collective action and perceptions of injustice. Upon receiving her questionnaire from Experimenter 1, the confederate made one of four comments loud enough for the participant to hear. The content of these comments introduced the experimental manipulation of supportiveness. ... Ambiguous. “Oh, right, the immigration article.”",Directly,Yes,NA,NA
2033,1,pi,ld,(Il-)legitimacy of discrimination,"Perceptions of injustice was measured using a 4-item scale we designed for use with this population, e.g., “I think that it is unfair that first generation Canadians face discriminatory policies.” A principal axis factor analysis indicated that three of the items loaded on a single component with factor loadings ranging from .75 to .82 (.82). We retained these three items in the final scale used for analysis.",NA,NA,Group,General
2075,1,ic,pc,Contact quality / Positive contact,"The second piece of the experimental manipulation was introduced during the “getting to know each other” period. In the three contact conditions (legitimacy, illegitimacy, and ambiguity), the confederate indicated that she was from UBC and explained that she was participating in the experiment because she had to take some of her psychology courses at SFU because they fill so quickly at UBC and she could not get in. She added that everybody wants to take courses at UBC, because UBC is perceived to be the “better” school. In the ambiguity condition, the confederate did not say anymore about UBC or SFU. In the legitimacy condition, she added, but to be honest I think it is true that a lot of things, like the faculty at UBC are better than at SFU, and UBC probably deserves its higher status. So, I think it’s fair that UBC has some advantages compared to SFU. In the illegitimacy condition, she added, and to be honest I do not think it is true that a lot of things, like the faculty at UBC are better than at SFU, and UBC does not deserves its higher status. So, I think it’s unfair that UBC has some advantages compared to SFU. In the control condition, the confederate was wearing the SFU T-shirt and explained that she was a 2nd year SFU student, but could not get into one of her required courses, so she thought she would try psychology. She also commented about courses filling really quick at SFU and how she had to be flexible.",Directly,Yes,NA,NA
2257,1,ic,ic,Intergroup contact (other),"Intergroup contact was measured by two items that assessed the frequency of contact (“How frequently do you interact with your non‐disabled friends?”) and the amount of self‐disclosure with nondisabled people (“How much do you self‐disclose to your non‐disabled friends?”), as time spent and self‐disclosure have been shown as two important indicators of intergroup contact and cross‐group friendships (Davies, Tropp, Aron, Pettigrew, & Wright, 2011). The response scale ranged from 1 (never) to 5 (all the time). The two items formed a reliable scale (r = 0.55, p < 0.001)",Directly,Yes,NA,NA
2257,1,pi,pi,Perceived injustice (other),"PD was assessed with two items adapted from Tropp, Hawi, van Laar, and Levin (2012) and measured both personal and group‐level discrimination generally experienced in life (“To what extent do you think you are personally discriminated because of your disability identity?” and “To what extent do you think disabled group members are discriminated because of their disability identity?”)",NA,NA,Both,General
