id,coder,run,answer
1681,Coder 2,Screening,3
1682,Coder 1,Screening,3
1683,Coder 1,Screening,3
1684,Coder 1,Trial 3,3
1684,Coder 2,Trial 3,3
1685,Coder 1,Trial 1,3
1685,Coder 2,Trial 1,3
1686,Coder 1,Trial 2,3
1686,Coder 2,Trial 2,3
1687,Coder 2,Screening,3
1688,Coder 2,Screening,3
1689,Coder 1,Trial 1,3
1689,Coder 2,Trial 1,3
1690,Coder 2,Screening,3
1691,Coder 1,Screening,3
1692,Coder 2,Screening,3
1693,Coder 2,Screening,3
1694,Coder 1,Trial 1,3
1694,Coder 2,Trial 1,3
1695,Coder 1,Screening,1
1696,Coder 1,Trial 1,3
1696,Coder 2,Trial 1,3
1697,Coder 1,Screening,3
1698,Coder 1,Screening,3
1699,Coder 2,Screening,3
1700,Coder 2,Screening,3
1701,Coder 2,Screening,3
1702,Coder 2,Screening,3
1703,Coder 1,Trial 3,3
1703,Coder 2,Trial 3,3
1704,Coder 1,Trial 1,3
1704,Coder 2,Trial 1,3
1705,Coder 1,Trial 2,2
1705,Coder 2,Trial 2,2
1706,Coder 2,Screening,3
1707,Coder 2,Screening,3
1708,Coder 1,Screening,3
1709,Coder 1,Screening,3
1710,Coder 2,Screening,3
1711,Coder 1,Screening,3
1712,Coder 1,Screening,1
1713,Coder 2,Screening,3
1714,Coder 1,Trial 3,3
1714,Coder 2,Trial 3,3
1715,Coder 2,Screening,3
1716,Coder 1,Trial 2,3
1716,Coder 2,Trial 2,3
1717,Coder 1,Screening,3
1718,Coder 1,Trial 3,3
1718,Coder 2,Trial 3,3
1719,Coder 2,Screening,3
1720,Coder 2,Screening,3
1721,Coder 1,Screening,3
1722,Coder 2,Screening,3
1723,Coder 2,Screening,3
1724,Coder 1,Trial 1,3
1724,Coder 2,Trial 1,3
1725,Coder 1,Screening,3
1726,Coder 1,Screening,3
1727,Coder 2,Screening,3
1728,Coder 2,Screening,3
1729,Coder 1,Screening,3
1730,Coder 2,Screening,3
1731,Coder 2,Screening,3
1732,Coder 1,Trial 2,3
1732,Coder 2,Trial 2,3
1733,Coder 1,Trial 3,3
1733,Coder 2,Trial 3,3
1734,Coder 1,Trial 2,2
1734,Coder 2,Trial 2,2
1735,Coder 1,Trial 3,3
1735,Coder 2,Trial 3,3
1736,Coder 1,Screening,3
1737,Coder 1,Screening,3
1738,Coder 1,Screening,3
1739,Coder 1,Screening,3
1740,Coder 2,Screening,3
1741,Coder 2,Screening,3
1742,Coder 1,Screening,3
1743,Coder 2,Screening,1
1744,Coder 1,Screening,3
1745,Coder 1,Screening,3
1746,Coder 2,Screening,3
1747,Coder 1,Screening,3
1748,Coder 1,Screening,3
1749,Coder 1,Screening,3
1750,Coder 1,Screening,2
1751,Coder 2,Screening,3
1752,Coder 2,Screening,3
1753,Coder 2,Screening,3
1754,Coder 1,Screening,3
1755,Coder 2,Screening,3
1756,Coder 1,Screening,3
1757,Coder 1,Screening,3
1758,Coder 1,Screening,3
1759,Coder 2,Screening,4
1760,Coder 1,Trial 3,3
1760,Coder 2,Trial 3,3
1761,Coder 1,Trial 2,3
1761,Coder 2,Trial 2,3
1762,Coder 1,Screening,1
1763,Coder 1,Screening,3
1764,Coder 1,Screening,2
1765,Coder 2,Screening,3
1766,Coder 1,Screening,3
1767,Coder 2,Screening,3
1768,Coder 2,Screening,3
1769,Coder 1,Screening,3
1770,Coder 1,Screening,3
1771,Coder 1,Screening,3
1772,Coder 1,Screening,2
1773,Coder 2,Screening,3
1774,Coder 2,Screening,3
1775,Coder 1,Screening,3
1776,Coder 1,Trial 2,3
1776,Coder 2,Trial 2,3
1777,Coder 1,Screening,3
1778,Coder 1,Trial 3,3
1778,Coder 2,Trial 3,3
1779,Coder 1,Screening,3
1780,Coder 2,Screening,3
1781,Coder 1,Screening,3
1782,Coder 2,Screening,3
1783,Coder 1,Screening,3
1784,Coder 2,Screening,3
1785,Coder 2,Screening,3
1786,Coder 1,Screening,3
1787,Coder 1,Screening,3
1788,Coder 2,Screening,3
1789,Coder 1,Screening,3
1790,Coder 1,Trial 1,2
1790,Coder 2,Trial 1,3
1791,Coder 1,Screening,3
1792,Coder 2,Screening,3
1793,Coder 1,Screening,3
1794,Coder 1,Screening,3
1795,Coder 1,Screening,3
1796,Coder 1,Screening,3
1797,Coder 2,Screening,3
1798,Coder 1,Screening,3
1799,Coder 2,Screening,3
1800,Coder 1,Screening,3
1801,Coder 1,Screening,3
1802,Coder 2,Screening,3
1803,Coder 2,Screening,3
1804,Coder 2,Screening,3
1805,Coder 1,Screening,2
1806,Coder 1,Screening,3
1807,Coder 2,Screening,1
1808,Coder 1,Screening,3
1809,Coder 1,Screening,3
1810,Coder 2,Screening,3
1811,Coder 1,Screening,3
1812,Coder 1,Screening,1
1813,Coder 1,Screening,3
1814,Coder 1,Screening,3
1815,Coder 1,Screening,3
1816,Coder 1,Screening,3
1817,Coder 1,Screening,3
1818,Coder 2,Screening,3
1819,Coder 2,Screening,3
1820,Coder 2,Screening,3
1821,Coder 2,Screening,3
1822,Coder 1,Screening,3
1823,Coder 1,Screening,3
1824,Coder 2,Screening,3
1825,Coder 1,Trial 1,3
1825,Coder 2,Trial 1,3
1826,Coder 1,Trial 1,3
1826,Coder 2,Trial 1,3
1827,Coder 2,Screening,3
1828,Coder 1,Screening,3
1829,Coder 2,Screening,3
1830,Coder 2,Screening,3
1831,Coder 2,Screening,3
1832,Coder 2,Screening,3
1833,Coder 2,Screening,3
1834,Coder 1,Screening,3
1835,Coder 1,Screening,3
1836,Coder 1,Screening,3
1837,Coder 1,Trial 1,3
1837,Coder 2,Trial 1,3
1838,Coder 1,Screening,3
1839,Coder 1,Screening,3
1840,Coder 2,Screening,3
1841,Coder 1,Screening,3
1842,Coder 2,Screening,3
1843,Coder 1,Screening,3
1844,Coder 1,Screening,3
1845,Coder 1,Trial 1,3
1845,Coder 2,Trial 1,2
1846,Coder 2,Screening,3
1847,Coder 1,Screening,3
1848,Coder 2,Screening,3
1849,Coder 2,Screening,3
1850,Coder 1,Screening,2
1851,Coder 2,Screening,3
1852,Coder 1,Screening,3
1853,Coder 2,Screening,3
1854,Coder 1,Screening,3
1855,Coder 1,Screening,3
1856,Coder 2,Screening,3
1857,Coder 2,Screening,3
1858,Coder 1,Trial 1,3
1858,Coder 2,Trial 1,3
1859,Coder 2,Screening,3
1860,Coder 2,Screening,4
1861,Coder 1,Screening,3
1862,Coder 2,Screening,3
1863,Coder 1,Screening,1
1864,Coder 1,Screening,3
1865,Coder 2,Screening,2
1866,Coder 1,Screening,3
1867,Coder 2,Screening,3
1868,Coder 1,Screening,3
1869,Coder 2,Screening,2
1870,Coder 1,Screening,3
1871,Coder 1,Screening,3
1872,Coder 1,Screening,3
1873,Coder 1,Screening,3
1874,Coder 1,Screening,3
1875,Coder 2,Screening,1
1876,Coder 1,Screening,3
1877,Coder 1,Screening,3
1878,Coder 1,Screening,2
1879,Coder 1,Screening,3
1880,Coder 2,Screening,3
1881,Coder 1,Screening,3
1882,Coder 2,Screening,3
1883,Coder 1,Screening,3
1884,Coder 2,Screening,3
1885,Coder 2,Screening,3
1886,Coder 1,Screening,3
1887,Coder 1,Screening,3
1888,Coder 2,Screening,3
1889,Coder 1,Screening,3
1890,Coder 1,Screening,3
1891,Coder 2,Screening,1
1892,Coder 2,Screening,3
1893,Coder 1,Screening,2
1894,Coder 2,Screening,3
1895,Coder 2,Screening,3
1896,Coder 2,Screening,3
1897,Coder 1,Trial 3,3
1897,Coder 2,Trial 3,3
1898,Coder 2,Screening,3
1899,Coder 1,Screening,3
1900,Coder 1,Screening,3
1901,Coder 1,Screening,3
1902,Coder 1,Trial 2,3
1902,Coder 2,Trial 2,3
1903,Coder 1,Screening,3
1904,Coder 1,Screening,3
1905,Coder 1,Screening,3
1906,Coder 2,Screening,3
1907,Coder 1,Trial 3,3
1907,Coder 2,Trial 3,3
1908,Coder 2,Screening,3
1909,Coder 1,Screening,3
1910,Coder 2,Screening,3
1911,Coder 1,Trial 2,3
1911,Coder 2,Trial 2,3
1912,Coder 1,Trial 3,3
1912,Coder 2,Trial 3,3
1913,Coder 2,Screening,3
1914,Coder 1,Screening,2
1915,Coder 1,Screening,3
1916,Coder 1,Trial 2,3
1916,Coder 2,Trial 2,3
1917,Coder 1,Screening,3
1918,Coder 2,Screening,3
1919,Coder 1,Screening,3
1920,Coder 1,Screening,3
1921,Coder 1,Screening,3
1922,Coder 1,Screening,3
1923,Coder 1,Screening,3
1924,Coder 1,Screening,3
1925,Coder 2,Screening,3
1926,Coder 1,Trial 3,3
1926,Coder 2,Trial 3,3
1927,Coder 2,Screening,3
1928,Coder 1,Screening,3
1929,Coder 1,Trial 2,3
1929,Coder 2,Trial 2,3
1930,Coder 1,Screening,3
1931,Coder 2,Screening,3
1932,Coder 1,Screening,3
1933,Coder 1,Trial 1,3
1933,Coder 2,Trial 1,3
1934,Coder 1,Screening,2
1935,Coder 2,Screening,2
1936,Coder 1,Screening,3
1937,Coder 2,Screening,3
1938,Coder 1,Trial 3,3
1938,Coder 2,Trial 3,3
1939,Coder 1,Trial 2,3
1939,Coder 2,Trial 2,3
1940,Coder 1,Screening,3
1941,Coder 2,Screening,3
1942,Coder 1,Screening,3
1943,Coder 1,Screening,3
1944,Coder 2,Screening,3
1945,Coder 1,Trial 2,3
1945,Coder 2,Trial 2,3
1946,Coder 1,Trial 3,3
1946,Coder 2,Trial 3,3
1947,Coder 2,Screening,3
1948,Coder 2,Screening,3
1949,Coder 1,Screening,1
1950,Coder 1,Screening,1
1951,Coder 2,Screening,3
1952,Coder 1,Screening,3
1953,Coder 1,Screening,3
1954,Coder 1,Screening,3
1955,Coder 2,Screening,3
1956,Coder 2,Screening,3
1957,Coder 2,Screening,3
1958,Coder 1,Trial 1,3
1958,Coder 2,Trial 1,3
1959,Coder 1,Screening,3
1960,Coder 2,Screening,3
1961,Coder 2,Screening,3
1962,Coder 1,Screening,3
1963,Coder 2,Screening,3
1964,Coder 1,Screening,2
1965,Coder 2,Screening,3
1966,Coder 1,Trial 1,2
1966,Coder 2,Trial 1,3
1967,Coder 1,Screening,3
1968,Coder 1,Screening,3
1969,Coder 2,Screening,3
1970,Coder 2,Screening,3
1971,Coder 1,Screening,3
1972,Coder 1,Screening,3
1973,Coder 2,Screening,3
1974,Coder 2,Screening,3
1975,Coder 1,Trial 1,3
1975,Coder 2,Trial 1,3
1976,Coder 2,Screening,3
1977,Coder 2,Screening,3
1978,Coder 1,Screening,3
1979,Coder 2,Screening,3
1980,Coder 2,Screening,3
1981,Coder 2,Screening,3
1982,Coder 2,Screening,3
1983,Coder 2,Screening,3
1984,Coder 2,Screening,3
1985,Coder 2,Screening,3
1986,Coder 2,Screening,3
1987,Coder 1,Screening,3
1988,Coder 1,Screening,3
1989,Coder 1,Screening,3
1990,Coder 1,Screening,3
1991,Coder 2,Screening,3
1992,Coder 1,Screening,3
1993,Coder 1,Trial 1,2
1993,Coder 2,Trial 1,2
1994,Coder 2,Screening,3
1995,Coder 1,Screening,3
1996,Coder 1,Screening,3
1997,Coder 2,Screening,3
1998,Coder 1,Trial 1,3
1998,Coder 2,Trial 1,2
1999,Coder 1,Screening,3
2000,Coder 2,Screening,3
2001,Coder 1,Screening,2
2002,Coder 1,Trial 1,3
2002,Coder 2,Trial 1,3
2003,Coder 2,Screening,3
2004,Coder 2,Screening,3
2005,Coder 1,Screening,3
2006,Coder 2,Screening,3
2007,Coder 2,Screening,3
2008,Coder 1,Screening,3
2009,Coder 1,Screening,3
2010,Coder 1,Screening,3
2011,Coder 1,Screening,3
2012,Coder 1,Screening,3
2013,Coder 1,Screening,2
2014,Coder 1,Screening,3
2015,Coder 1,Screening,3
2016,Coder 1,Screening,3
2017,Coder 1,Screening,3
2018,Coder 2,Screening,3
2019,Coder 2,Screening,3
2020,Coder 2,Screening,3
2021,Coder 2,Screening,3
2022,Coder 2,Screening,3
2023,Coder 1,Screening,2
2024,Coder 2,Screening,3
2025,Coder 2,Screening,3
2026,Coder 1,Trial 1,3
2026,Coder 2,Trial 1,3
2027,Coder 1,Screening,3
2028,Coder 1,Screening,3
2029,Coder 2,Screening,3
2030,Coder 2,Screening,3
2031,Coder 2,Screening,3
2032,Coder 2,Screening,3
2033,Coder 2,Screening,1
2034,Coder 1,Screening,3
2035,Coder 2,Screening,3
2036,Coder 2,Screening,3
2037,Coder 2,Screening,3
2038,Coder 2,Screening,3
2039,Coder 2,Screening,3
2040,Coder 2,Screening,3
2041,Coder 2,Screening,3
2042,Coder 1,Screening,3
2043,Coder 1,Screening,3
2044,Coder 1,Screening,3
2045,Coder 2,Screening,2
2046,Coder 1,Screening,3
2047,Coder 2,Screening,3
2048,Coder 2,Screening,3
2049,Coder 2,Screening,3
2050,Coder 2,Screening,3
2051,Coder 2,Screening,3
2052,Coder 2,Screening,3
2053,Coder 2,Screening,3
2054,Coder 1,Screening,3
2055,Coder 1,Screening,3
2056,Coder 1,Screening,3
2057,Coder 2,Screening,3
2058,Coder 2,Screening,3
2059,Coder 1,Screening,3
2060,Coder 2,Screening,3
2061,Coder 1,Screening,3
2062,Coder 2,Screening,3
2063,Coder 1,Screening,3
2064,Coder 1,Screening,3
2065,Coder 2,Screening,3
2066,Coder 2,Screening,3
2067,Coder 2,Screening,3
2068,Coder 1,Screening,2
2069,Coder 1,Screening,3
2070,Coder 1,Trial 3,3
2070,Coder 2,Trial 3,3
2071,Coder 2,Screening,3
2072,Coder 1,Screening,3
2073,Coder 1,Trial 1,3
2073,Coder 2,Trial 1,3
2074,Coder 2,Screening,3
2075,Coder 2,Screening,1
2076,Coder 2,Screening,3
2077,Coder 1,Screening,3
2078,Coder 1,Trial 2,3
2078,Coder 2,Trial 2,3
2079,Coder 1,Screening,3
2080,Coder 1,Screening,3
2081,Coder 1,Screening,3
2082,Coder 2,Screening,3
2083,Coder 2,Screening,3
2084,Coder 2,Screening,3
2085,Coder 2,Screening,3
2086,Coder 1,Screening,3
2087,Coder 1,Screening,2
2088,Coder 2,Screening,3
2089,Coder 1,Screening,3
2090,Coder 1,Screening,3
2091,Coder 2,Screening,3
2092,Coder 1,Screening,3
2093,Coder 2,Screening,3
2094,Coder 2,Screening,3
2095,Coder 1,Screening,3
2096,Coder 1,Screening,3
2097,Coder 1,Screening,4
2098,Coder 1,Screening,3
2099,Coder 2,Screening,3
2100,Coder 1,Trial 3,3
2100,Coder 2,Trial 3,3
2101,Coder 1,Screening,3
2102,Coder 2,Screening,3
2103,Coder 2,Screening,3
2104,Coder 1,Trial 2,3
2104,Coder 2,Trial 2,3
2105,Coder 2,Screening,3
2106,Coder 2,Screening,3
2107,Coder 1,Trial 1,3
2107,Coder 2,Trial 1,3
2108,Coder 1,Screening,3
2109,Coder 1,Screening,3
2110,Coder 1,Screening,3
2111,Coder 2,Screening,3
2112,Coder 1,Screening,3
2113,Coder 1,Trial 1,3
2113,Coder 2,Trial 1,3
2114,Coder 2,Screening,3
2115,Coder 1,Screening,3
2116,Coder 1,Screening,3
2117,Coder 1,Screening,3
2118,Coder 2,Screening,3
2119,Coder 2,Screening,3
2120,Coder 2,Screening,3
2121,Coder 1,Trial 3,3
2121,Coder 2,Trial 3,3
2122,Coder 1,Screening,3
2123,Coder 1,Screening,3
2124,Coder 2,Screening,3
2125,Coder 1,Screening,3
2126,Coder 1,Trial 2,3
2126,Coder 2,Trial 2,3
2127,Coder 2,Screening,3
2128,Coder 1,Trial 3,3
2128,Coder 2,Trial 3,3
2129,Coder 2,Screening,3
2130,Coder 1,Screening,3
2131,Coder 2,Screening,3
2132,Coder 2,Screening,3
2133,Coder 1,Screening,3
2134,Coder 1,Screening,3
2135,Coder 1,Trial 2,3
2135,Coder 2,Trial 2,3
2136,Coder 2,Screening,3
2137,Coder 2,Screening,3
2138,Coder 1,Screening,3
2139,Coder 1,Screening,2
2140,Coder 1,Screening,3
2141,Coder 1,Screening,2
2142,Coder 2,Screening,3
2143,Coder 2,Screening,3
2144,Coder 1,Screening,3
2145,Coder 2,Screening,3
2146,Coder 1,Trial 3,3
2146,Coder 2,Trial 3,3
2147,Coder 2,Screening,3
2148,Coder 2,Screening,3
2149,Coder 2,Screening,3
2150,Coder 2,Screening,3
2151,Coder 1,Trial 2,3
2151,Coder 2,Trial 2,3
2152,Coder 2,Screening,3
2153,Coder 2,Screening,3
2154,Coder 1,Screening,3
2155,Coder 2,Screening,3
2156,Coder 1,Screening,3
2157,Coder 1,Screening,3
2158,Coder 2,Screening,3
2159,Coder 1,Trial 1,3
2159,Coder 2,Trial 1,3
2160,Coder 2,Screening,3
2161,Coder 1,Screening,3
2162,Coder 1,Screening,3
2163,Coder 1,Screening,3
2164,Coder 1,Trial 3,4
2164,Coder 2,Trial 3,4
2165,Coder 1,Screening,3
2166,Coder 1,Screening,3
2167,Coder 2,Screening,3
2168,Coder 1,Trial 2,3
2168,Coder 2,Trial 2,3
2169,Coder 2,Screening,3
2170,Coder 2,Screening,3
2171,Coder 2,Screening,3
2172,Coder 1,Trial 3,3
2172,Coder 2,Trial 3,3
2173,Coder 1,Screening,3
2174,Coder 2,Screening,3
2175,Coder 2,Screening,3
2176,Coder 1,Trial 2,3
2176,Coder 2,Trial 2,3
2177,Coder 1,Screening,3
2178,Coder 1,Screening,3
2179,Coder 1,Screening,3
2180,Coder 1,Screening,3
2181,Coder 2,Screening,3
2182,Coder 2,Screening,3
2183,Coder 1,Screening,3
2184,Coder 2,Screening,3
2185,Coder 1,Trial 3,3
2185,Coder 2,Trial 3,3
2186,Coder 1,Screening,3
2187,Coder 2,Screening,3
2188,Coder 1,Screening,3
2189,Coder 2,Screening,3
2190,Coder 1,Trial 2,3
2190,Coder 2,Trial 2,3
2191,Coder 2,Screening,3
2192,Coder 1,Screening,3
2193,Coder 2,Screening,3
2194,Coder 1,Screening,1
2195,Coder 2,Screening,3
2196,Coder 2,Screening,3
2197,Coder 1,Screening,3
2198,Coder 2,Screening,3
2199,Coder 1,Trial 3,3
2199,Coder 2,Trial 3,3
2200,Coder 2,Screening,3
2201,Coder 1,Screening,3
2202,Coder 1,Trial 2,3
2202,Coder 2,Trial 2,3
2203,Coder 1,Screening,3
2204,Coder 2,Screening,3
2205,Coder 1,Screening,3
2206,Coder 1,Screening,3
2207,Coder 2,Screening,3
2208,Coder 2,Screening,3
2209,Coder 1,Trial 1,3
2209,Coder 2,Trial 1,3
2210,Coder 1,Screening,3
2211,Coder 2,Screening,3
2212,Coder 2,Screening,3
2213,Coder 2,Screening,3
2214,Coder 2,Screening,3
2215,Coder 2,Screening,3
2216,Coder 1,Screening,3
2217,Coder 1,Screening,3
2218,Coder 1,Trial 1,3
2218,Coder 2,Trial 1,3
2219,Coder 2,Screening,3
2220,Coder 2,Screening,3
2221,Coder 1,Screening,3
2222,Coder 1,Screening,3
2223,Coder 1,Screening,3
2224,Coder 2,Screening,3
2225,Coder 2,Screening,3
2226,Coder 1,Screening,3
2227,Coder 1,Screening,3
2228,Coder 2,Screening,3
2229,Coder 1,Screening,3
2230,Coder 2,Screening,3
2231,Coder 1,Screening,3
2232,Coder 1,Screening,3
2233,Coder 1,Screening,3
2234,Coder 2,Screening,3
2235,Coder 2,Screening,3
2236,Coder 1,Screening,3
2237,Coder 1,Screening,3
2238,Coder 1,Screening,3
2239,Coder 1,Screening,3
2240,Coder 2,Screening,3
2241,Coder 2,Screening,3
2242,Coder 2,Screening,3
2243,Coder 1,Screening,2
2244,Coder 2,Screening,3
2245,Coder 1,Screening,3
2246,Coder 1,Trial 1,2
2246,Coder 2,Trial 1,2
2247,Coder 2,Screening,3
2248,Coder 2,Screening,3
2249,Coder 2,Screening,3
2250,Coder 2,Screening,3
2251,Coder 2,Screening,3
2252,Coder 1,Screening,3
2253,Coder 1,Trial 3,3
2253,Coder 2,Trial 3,3
2254,Coder 2,Screening,3
2255,Coder 1,Trial 2,3
2255,Coder 2,Trial 2,3
2256,Coder 1,Screening,3
2257,Coder 1,Screening,2
2258,Coder 1,Screening,3
2259,Coder 2,Screening,3
2260,Coder 2,Screening,3
2261,Coder 2,Screening,3
2262,Coder 1,Screening,3
2263,Coder 1,Screening,3
2264,Coder 1,Screening,3
2265,Coder 1,Screening,3
2266,Coder 1,Screening,3
2267,Coder 2,Screening,3
2268,Coder 2,Screening,3
2269,Coder 1,Screening,3
2270,Coder 1,Trial 1,3
2270,Coder 2,Trial 1,3
2271,Coder 1,Trial 3,3
2271,Coder 2,Trial 3,3
2272,Coder 2,Screening,3
2273,Coder 1,Screening,3
2274,Coder 1,Screening,3
2275,Coder 1,Trial 2,3
2275,Coder 2,Trial 2,3
2276,Coder 1,Screening,3
2277,Coder 1,Screening,3
2278,Coder 1,Screening,3
2279,Coder 1,Screening,3
2280,Coder 2,Screening,3
2281,Coder 2,Screening,3
2282,Coder 1,Screening,3
2283,Coder 2,Screening,3
2284,Coder 1,Screening,3
2285,Coder 2,Screening,3
2286,Coder 2,Screening,3
2287,Coder 1,Trial 1,3
2287,Coder 2,Trial 1,3
2288,Coder 1,Screening,4
2289,Coder 2,Screening,3
2290,Coder 2,Screening,3
2291,Coder 1,Screening,2
2292,Coder 1,Trial 3,4
2292,Coder 2,Trial 3,3
2293,Coder 2,Screening,3
2294,Coder 2,Screening,3
2295,Coder 2,Screening,2
2296,Coder 1,Trial 2,3
2296,Coder 2,Trial 2,3
2297,Coder 1,Screening,3
2298,Coder 1,Screening,3
2299,Coder 2,Screening,3
2300,Coder 1,Trial 3,3
2300,Coder 2,Trial 3,3
2301,Coder 2,Screening,3
2302,Coder 1,Trial 2,2
2302,Coder 2,Trial 2,3
2303,Coder 2,Screening,3
2304,Coder 2,Screening,3
2305,Coder 2,Screening,3
2306,Coder 1,Screening,3
2307,Coder 1,Screening,3
2308,Coder 1,Screening,3
2309,Coder 1,Screening,1
2310,Coder 1,Screening,3
2311,Coder 1,Screening,3
2312,Coder 1,Screening,3
2313,Coder 2,Screening,3
2314,Coder 1,Screening,3
2315,Coder 2,Screening,3
2316,Coder 2,Screening,3
2317,Coder 2,Screening,3
2318,Coder 1,Screening,3
2319,Coder 2,Screening,2
2320,Coder 1,Screening,3
2321,Coder 2,Screening,3
2322,Coder 1,Trial 3,3
2322,Coder 2,Trial 3,3
2323,Coder 1,Screening,3
2324,Coder 1,Trial 2,3
2324,Coder 2,Trial 2,3
2325,Coder 2,Screening,3
2326,Coder 2,Screening,3
2327,Coder 1,Screening,3
2328,Coder 2,Screening,3
2329,Coder 2,Screening,3
2330,Coder 2,Screening,3
2331,Coder 2,Screening,3
2332,Coder 2,Screening,3
2333,Coder 1,Screening,2
2334,Coder 1,Screening,3
2335,Coder 2,Screening,3
2336,Coder 1,Screening,3
2337,Coder 1,Screening,1
2338,Coder 1,Screening,3
2339,Coder 1,Trial 1,3
2339,Coder 2,Trial 1,3
2340,Coder 2,Screening,3
2341,Coder 2,Screening,2
2342,Coder 2,Screening,3
2343,Coder 2,Screening,3
2344,Coder 1,Screening,3
2345,Coder 1,Screening,3
2346,Coder 1,Screening,3
2347,Coder 1,Trial 3,3
2347,Coder 2,Trial 3,3
2348,Coder 2,Screening,3
2349,Coder 2,Screening,3
2350,Coder 1,Trial 1,3
2350,Coder 2,Trial 1,3
2351,Coder 1,Screening,3
2352,Coder 1,Screening,3
2353,Coder 2,Screening,3
2354,Coder 2,Screening,3
2355,Coder 1,Screening,3
2356,Coder 1,Screening,3
2357,Coder 2,Screening,2
2358,Coder 2,Screening,3
2359,Coder 1,Screening,3
2360,Coder 2,Screening,3
2361,Coder 2,Screening,3
2362,Coder 1,Screening,3
2363,Coder 1,Screening,3
2364,Coder 1,Trial 1,3
2364,Coder 2,Trial 1,3
2365,Coder 1,Trial 3,3
2365,Coder 2,Trial 3,3
2366,Coder 2,Screening,3
2367,Coder 1,Screening,3
2368,Coder 1,Screening,3
2369,Coder 1,Screening,4
2370,Coder 2,Screening,3
2371,Coder 1,Trial 2,3
2371,Coder 2,Trial 2,2
2372,Coder 2,Screening,3
2373,Coder 1,Trial 1,3
2373,Coder 2,Trial 1,3
2374,Coder 2,Screening,3
2375,Coder 1,Screening,1
2376,Coder 1,Trial 3,3
2376,Coder 2,Trial 3,3
2377,Coder 1,Trial 1,3
2377,Coder 2,Trial 1,3
2378,Coder 1,Trial 1,3
2378,Coder 2,Trial 1,3
2379,Coder 1,Trial 2,3
2379,Coder 2,Trial 2,3
3000,Coder 1,Second Search,2
3001,Coder 1,Second Search,3
3002,Coder 1,Second Search,3
3003,Coder 1,Second Search,3
3004,Coder 1,Second Search,3
3005,Coder 1,Second Search,1
3006,Coder 1,Second Search,2
3007,Coder 1,Second Search,3
3008,Coder 1,Second Search,3
3009,Coder 1,Second Search,3
3010,Coder 1,Second Search,3
3011,Coder 1,Second Search,3
3012,Coder 1,Second Search,1
3013,Coder 1,Second Search,3
3014,Coder 1,Second Search,3
3015,Coder 1,Second Search,3
3016,Coder 1,Second Search,2
3017,Coder 1,Second Search,3
3018,Coder 1,Second Search,3
3019,Coder 1,Second Search,3
3020,Coder 1,Second Search,3
3021,Coder 1,Second Search,2
3022,Coder 1,Second Search,3
3023,Coder 1,Second Search,3
3024,Coder 1,Second Search,2
3025,Coder 1,Second Search,3
3026,Coder 1,Second Search,3
3027,Coder 1,Second Search,3
3028,Coder 1,Second Search,3
3029,Coder 1,Second Search,3
3030,Coder 1,Second Search,2
3031,Coder 1,Second Search,3
3032,Coder 1,Second Search,3
3033,Coder 1,Second Search,3
3034,Coder 1,Second Search,3
3035,Coder 1,Second Search,3
3036,Coder 1,Second Search,3
3037,Coder 1,Second Search,3
3038,Coder 1,Second Search,3
3039,Coder 1,Second Search,2
3040,Coder 1,Second Search,3
3041,Coder 1,Second Search,3
3042,Coder 1,Second Search,3
3043,Coder 1,Second Search,2
3044,Coder 1,Second Search,3
3045,Coder 1,Second Search,3
3046,Coder 1,Second Search,3
3047,Coder 1,Second Search,2
3048,Coder 1,Second Search,3
3049,Coder 1,Second Search,3
3050,Coder 1,Second Search,1
3051,Coder 1,Second Search,1
3052,Coder 1,Second Search,3
3053,Coder 1,Second Search,3
3054,Coder 1,Second Search,1
3055,Coder 1,Second Search,3
3056,Coder 1,Second Search,4
3057,Coder 1,Second Search,3
3058,Coder 1,Second Search,3
3059,Coder 1,Second Search,3
3060,Coder 1,Second Search,2
3061,Coder 1,Second Search,1
3062,Coder 1,Second Search,3
3063,Coder 1,Second Search,3
3064,Coder 1,Second Search,3
3065,Coder 1,Second Search,3
3066,Coder 1,Second Search,3
3067,Coder 1,Second Search,3
3068,Coder 1,Second Search,3
3069,Coder 1,Second Search,2
3070,Coder 1,Second Search,3
3071,Coder 1,Second Search,3
3072,Coder 1,Second Search,3
3073,Coder 1,Second Search,3
3074,Coder 1,Second Search,3
3075,Coder 1,Second Search,2
3076,Coder 1,Second Search,3
3077,Coder 1,Second Search,3
3078,Coder 1,Second Search,2
3079,Coder 1,Second Search,3
3080,Coder 1,Second Search,3
3081,Coder 1,Second Search,3
3082,Coder 1,Second Search,3
3083,Coder 1,Second Search,3
3084,Coder 1,Second Search,3
3085,Coder 1,Second Search,3
3086,Coder 1,Second Search,3
3087,Coder 1,Second Search,3
3088,Coder 1,Second Search,3
3089,Coder 1,Second Search,4
3090,Coder 1,Second Search,3
3091,Coder 1,Second Search,3
3092,Coder 1,Second Search,3
3093,Coder 1,Second Search,3
3094,Coder 1,Second Search,3
3095,Coder 1,Second Search,3
3096,Coder 1,Second Search,3
3097,Coder 1,Second Search,3
3098,Coder 1,Second Search,3
3099,Coder 1,Second Search,3
3100,Coder 1,Second Search,3
3101,Coder 1,Second Search,3
3102,Coder 1,Second Search,1
3103,Coder 1,Second Search,3
3104,Coder 1,Second Search,3
3105,Coder 1,Second Search,3
