id,n_samples,sample,item,response
4004,1,1,r_16_10,NA
4004,1,1,r_16_11,NA
4004,1,1,r_16_12,NA
4004,1,1,r_16_13,NA
4004,1,1,r_16_14,NA
4004,1,1,r_16_15,NA
4004,1,1,r_16_16,NA
4004,1,1,r_16_18,NA
4004,1,1,r_16_19,NA
4004,1,1,r_16_2,NA
4004,1,1,r_16_3,NA
4004,1,1,r_16_4,NA
4004,1,1,r_16_5,NA
4004,1,1,r_16_6,NA
4004,1,1,r_16_7,NA
4004,1,1,r_16_8,NA
4004,1,1,r_16_9,NA
4004,1,1,r_18_1,NA
4004,1,1,r_18_10,NA
4004,1,1,r_18_11,NA
4004,1,1,r_18_12,NA
4004,1,1,r_18_13,NA
4004,1,1,r_18_14,NA
4004,1,1,r_18_15,NA
4004,1,1,r_18_16,NA
4004,1,1,r_18_18,NA
4004,1,1,r_18_19,NA
4004,1,1,r_18_2,NA
4004,1,1,r_18_3,NA
4004,1,1,r_18_4,NA
4004,1,1,r_18_5,NA
4004,1,1,r_18_6,NA
4004,1,1,r_18_7,NA
4004,1,1,r_18_8,NA
4004,1,1,r_18_9,NA
4004,1,1,r_19_1,NA
4004,1,1,r_19_10,NA
4004,1,1,r_19_11,NA
4004,1,1,r_19_12,NA
4004,1,1,r_19_13,NA
4004,1,1,r_19_14,NA
4004,1,1,r_19_15,NA
4004,1,1,r_19_16,NA
4004,1,1,r_19_18,NA
4004,1,1,r_19_19,NA
4004,1,1,r_19_2,NA
4004,1,1,r_19_3,NA
4004,1,1,r_19_4,NA
4004,1,1,r_19_5,NA
4004,1,1,r_19_6,NA
4004,1,1,r_19_7,NA
4004,1,1,r_19_8,NA
4004,1,1,r_19_9,NA
4004,1,1,r_2_1,NA
4004,1,1,r_2_10,NA
4004,1,1,r_2_11,NA
4004,1,1,r_2_12,NA
4004,1,1,r_2_13,NA
4004,1,1,r_2_14,NA
4004,1,1,r_2_15,NA
4004,1,1,r_2_16,NA
4004,1,1,r_2_18,NA
4004,1,1,r_2_19,NA
4004,1,1,r_2_2,NA
4004,1,1,r_2_3,NA
4004,1,1,r_2_4,NA
4004,1,1,r_2_5,NA
4004,1,1,r_2_6,NA
4004,1,1,r_2_7,NA
4004,1,1,r_2_8,NA
4004,1,1,r_2_9,NA
4004,1,1,r_3_1,NA
4004,1,1,r_3_10,NA
4004,1,1,r_3_11,NA
4004,1,1,r_3_12,NA
4004,1,1,r_3_13,NA
4004,1,1,r_3_14,NA
4004,1,1,r_3_15,NA
4004,1,1,r_3_16,NA
4004,1,1,r_3_18,NA
4004,1,1,r_3_19,NA
4004,1,1,r_3_2,NA
4004,1,1,r_3_3,NA
4004,1,1,r_3_4,NA
4004,1,1,r_3_5,NA
4004,1,1,r_3_6,NA
4004,1,1,r_3_7,NA
4004,1,1,r_3_8,NA
4004,1,1,r_3_9,NA
4004,1,1,r_4_1,NA
4004,1,1,r_4_10,NA
4004,1,1,r_4_11,NA
4004,1,1,r_4_12,NA
4004,1,1,r_4_13,NA
4004,1,1,r_4_14,NA
4004,1,1,r_4_15,NA
4004,1,1,r_4_16,NA
4004,1,1,r_4_18,NA
4004,1,1,r_4_19,NA
4004,1,1,r_4_2,NA
4004,1,1,r_4_3,NA
4004,1,1,r_4_4,NA
4004,1,1,r_4_5,NA
4004,1,1,r_4_6,NA
4004,1,1,r_4_7,NA
4004,1,1,r_4_8,NA
4004,1,1,r_4_9,NA
4004,1,1,r_5_1,NA
4004,1,1,r_5_10,NA
4004,1,1,r_5_11,NA
4004,1,1,r_5_12,NA
4004,1,1,r_5_13,NA
4004,1,1,r_5_14,NA
4004,1,1,r_5_15,NA
4004,1,1,r_5_16,NA
4004,1,1,r_5_18,NA
4004,1,1,r_5_19,NA
4004,1,1,r_5_2,NA
4004,1,1,r_5_3,NA
4004,1,1,r_5_4,NA
4004,1,1,r_5_5,NA
4004,1,1,r_5_6,NA
4004,1,1,r_5_7,NA
4004,1,1,r_5_8,NA
4004,1,1,r_5_9,NA
4004,1,1,r_6_1,NA
4004,1,1,r_6_10,NA
4004,1,1,r_6_11,NA
4004,1,1,r_6_12,NA
4004,1,1,r_6_13,NA
4004,1,1,r_6_14,NA
4004,1,1,r_6_15,NA
4004,1,1,r_6_16,NA
4004,1,1,r_6_18,NA
4004,1,1,r_6_19,NA
4004,1,1,r_6_2,NA
4004,1,1,r_6_3,NA
4004,1,1,r_6_4,NA
4004,1,1,r_6_5,NA
4004,1,1,r_6_6,NA
4004,1,1,r_6_7,NA
4004,1,1,r_6_8,NA
4004,1,1,r_6_9,NA
4004,1,1,r_7_1,NA
4004,1,1,r_7_10,NA
4004,1,1,r_7_11,NA
4004,1,1,r_7_12,NA
4004,1,1,r_7_13,NA
4004,1,1,r_7_14,0.16
4004,1,1,r_7_15,-0.19
4004,1,1,r_7_16,NA
4004,1,1,r_7_18,NA
4004,1,1,r_7_19,NA
4004,1,1,r_7_2,NA
4004,1,1,r_7_3,NA
4004,1,1,r_7_4,NA
4004,1,1,r_7_5,NA
4004,1,1,r_7_6,NA
4004,1,1,r_7_7,1
4004,1,1,r_7_8,NA
4004,1,1,r_7_9,NA
4004,1,1,r_8_1,NA
4004,1,1,r_8_10,NA
4004,1,1,r_8_11,NA
4004,1,1,r_8_12,NA
4004,1,1,r_8_13,NA
4004,1,1,r_8_14,NA
4004,1,1,r_8_15,NA
4004,1,1,r_8_16,NA
4004,1,1,r_8_18,NA
4004,1,1,r_8_19,NA
4004,1,1,r_8_2,NA
4004,1,1,r_8_3,NA
4004,1,1,r_8_4,NA
4004,1,1,r_8_5,NA
4004,1,1,r_8_6,NA
4004,1,1,r_8_7,NA
4004,1,1,r_8_8,NA
4004,1,1,r_8_9,NA
4004,1,1,r_9_1,NA
4004,1,1,r_9_10,NA
4004,1,1,r_9_11,NA
4004,1,1,r_9_12,NA
4004,1,1,r_9_13,NA
4004,1,1,r_9_14,NA
4004,1,1,r_9_15,NA
4004,1,1,r_9_16,NA
4004,1,1,r_9_18,NA
4004,1,1,r_9_19,NA
4004,1,1,r_9_2,NA
4004,1,1,r_9_3,NA
4004,1,1,r_9_4,NA
4004,1,1,r_9_5,NA
4004,1,1,r_9_6,NA
4004,1,1,r_9_7,NA
4004,1,1,r_9_8,NA
4004,1,1,r_9_9,NA
4004,1,1,study_design,1
4004,1,1,study_design_text,NA
4004,1,1,study_intention,1
4004,1,1,study_sample,2
4004,1,1,study_sample_text,NA
4004,1,1,var_18_text,NA
4004,1,1,var_19_text,NA
4004,1,1,variables,"7,14,15"
4005,1,1,age_adolescents,0
4005,1,1,age_adults,1
4005,1,1,age_children,0
4005,1,1,country,107
4005,1,1,ingroup,Ethiopian Jews
4005,1,1,items_1,NA
4005,1,1,items_10,NA
4005,1,1,items_11,NA
4005,1,1,items_12,"Participants were then asked to judge a hypothetical scenario, which had the same wording as the one used in Study 1, only that the person who got rejected was an Ethiopian-Jew (named Abbaba), and the context of rejection was a desirable job. After reading the scenario, participants rated their agreement with the same two statements used in Study 1, the first assessing attributions to discrimination for Abbaba's rejection."
4005,1,1,items_13,"We assessed perceptions of the hierarchy as legitimate with the following item, which was tailored to the specific context of Ethiopians in Israel demanding change in legislation initiatives: “New legislative measures should be taken so that Ethiopians will be guaranteed equal opportunities as Non-Ethiopians in Israel”. This item was reversed coded such that higher scores reflected more acceptance of the current status hierarchy. [Reversed for meta-analysis]"
4005,1,1,items_14,NA
4005,1,1,items_15,"Ingroup identification was assessed with the following items: “I identify with Ethiopian Jews”, “Being an Ethiopian is an important part of who I am”, “My ethnic group is important to me”, (α = .76)."
4005,1,1,items_16,NA
4005,1,1,items_18,NA
4005,1,1,items_19,NA
4005,1,1,items_2,"To assess the frequency of commonality-focused contact we created an index consisting of indicators of both quantity and quality of contact (Brown et al., 2001, Voci and Hewstone, 2003), which were adapted to the current context. Specifically, to assess quantity of interactions, participants indicated the frequency of friendly interactions with Non-Ethiopians on a scale from 1 (not at all frequent) to 7 (very frequent)."
4005,1,1,items_3,"To assess the frequency of commonality-focused contact we created an index consisting of indicators of both quantity and quality of contact (Brown et al., 2001, Voci and Hewstone, 2003), which were adapted to the current context. ... Specifically, participants indicated the extent to which different topics (adapted from Saguy, Dovidio, & Pratto, 2008) come up in their interactions with their Non-Ethiopian friends. Three topics were focused on cross-group commonalities (e.g., “Things that Ethiopian and Non-Ethiopians in Israel share in common”; α = .61) and three were focused on status differences between the groups (e.g., “The different socio-economic status of Ethiopians and Non-Ethiopians in Israel”; α = .75). We subtracted the differences topics from the commonality topics and obtained a single score for which 0 indicates equivalent amount of addressing both commonalities and differences, and higher numbers indicate stronger focus of commonalities over differences."
4005,1,1,items_4,NA
4005,1,1,items_5,NA
4005,1,1,items_6,NA
4005,1,1,items_7,"To assess the frequency of commonality-focused contact we created an index consisting of indicators of both quantity and quality of contact (Brown et al., 2001, Voci and Hewstone, 2003), which were adapted to the current context. Specifically, to assess quantity of interactions, participants indicated the frequency of friendly interactions with Non-Ethiopians on a scale from 1 (not at all frequent) to 7 (very frequent). Because such interactions can involve discussion of differences, we multiplied this quantity item with a score assessing the extent to which the interactions were commonality-focused in quality. Specifically, participants indicated the extent to which different topics (adapted from Saguy, Dovidio, & Pratto, 2008) come up in their interactions with their Non-Ethiopian friends. Three topics were focused on cross-group commonalities (e.g., “Things that Ethiopian and Non-Ethiopians in Israel share in common”; α = .61) and three were focused on status differences between the groups (e.g., “The different socio-economic status of Ethiopians and Non-Ethiopians in Israel”; α = .75). We subtracted the differences topics from the commonality topics and obtained a single score for which 0 indicates equivalent amount of addressing both commonalities and differences, and higher numbers indicate stronger focus of commonalities over differences.2 The product of this score with the quantity item provided us with an ultimate index which takes into account both the frequency of encounters, and their commonality-focus nature. Indeed, the use of the product of quantity and quality of contact was adopted by others (Brown et al., 2001, Voci and Hewstone, 2003), and is considered to be generally a good predictor of outgroup orientation."
4005,1,1,items_8,NA
4005,1,1,items_9,NA
4005,1,1,n,74
4005,1,1,outgroup,Non-Ethiopians
4005,1,1,r_1_1,NA
4005,1,1,r_1_10,NA
4005,1,1,r_1_11,NA
4005,1,1,r_1_12,NA
4005,1,1,r_1_13,NA
4005,1,1,r_1_14,NA
4005,1,1,r_1_15,NA
4005,1,1,r_1_16,NA
4005,1,1,r_1_18,NA
4005,1,1,r_1_19,NA
4005,1,1,r_1_2,NA
4005,1,1,r_1_3,NA
4005,1,1,r_1_4,NA
4005,1,1,r_1_5,NA
4005,1,1,r_1_6,NA
4005,1,1,r_1_7,NA
4005,1,1,r_1_8,NA
4005,1,1,r_1_9,NA
4005,1,1,r_10_1,NA
4005,1,1,r_10_10,NA
4005,1,1,r_10_11,NA
4005,1,1,r_10_12,NA
4005,1,1,r_10_13,NA
4005,1,1,r_10_14,NA
4005,1,1,r_10_15,NA
4005,1,1,r_10_16,NA
4005,1,1,r_10_18,NA
4005,1,1,r_10_19,NA
4005,1,1,r_10_2,NA
4005,1,1,r_10_3,NA
4005,1,1,r_10_4,NA
4005,1,1,r_10_5,NA
4005,1,1,r_10_6,NA
4005,1,1,r_10_7,NA
4005,1,1,r_10_8,NA
4005,1,1,r_10_9,NA
4005,1,1,r_11_1,NA
4005,1,1,r_11_10,NA
4005,1,1,r_11_11,NA
4005,1,1,r_11_12,NA
4005,1,1,r_11_13,NA
4005,1,1,r_11_14,NA
4005,1,1,r_11_15,NA
4005,1,1,r_11_16,NA
4005,1,1,r_11_18,NA
4005,1,1,r_11_19,NA
4005,1,1,r_11_2,NA
4005,1,1,r_11_3,NA
4005,1,1,r_11_4,NA
4005,1,1,r_11_5,NA
4005,1,1,r_11_6,NA
4005,1,1,r_11_7,NA
4005,1,1,r_11_8,NA
4005,1,1,r_11_9,NA
4005,1,1,r_12_1,NA
4005,1,1,r_12_10,NA
4005,1,1,r_12_11,NA
4005,1,1,r_12_12,1
4005,1,1,r_12_13,0.41
4005,1,1,r_12_14,NA
4005,1,1,r_12_15,0.25
4005,1,1,r_12_16,NA
4005,1,1,r_12_18,NA
4005,1,1,r_12_19,NA
4005,1,1,r_12_2,NA
4005,1,1,r_12_3,NA
4005,1,1,r_12_4,NA
4005,1,1,r_12_5,NA
4005,1,1,r_12_6,NA
4005,1,1,r_12_7,NA
4005,1,1,r_12_8,NA
4005,1,1,r_12_9,NA
4005,1,1,r_13_1,NA
4005,1,1,r_13_10,NA
4005,1,1,r_13_11,NA
4005,1,1,r_13_12,NA
4005,1,1,r_13_13,1
4005,1,1,r_13_14,NA
4005,1,1,r_13_15,0.28
4005,1,1,r_13_16,NA
4005,1,1,r_13_18,NA
4005,1,1,r_13_19,NA
4005,1,1,r_13_2,NA
4005,1,1,r_13_3,NA
4005,1,1,r_13_4,NA
4005,1,1,r_13_5,NA
4005,1,1,r_13_6,NA
4005,1,1,r_13_7,NA
4005,1,1,r_13_8,NA
4005,1,1,r_13_9,NA
4005,1,1,r_14_1,NA
4005,1,1,r_14_10,NA
4005,1,1,r_14_11,NA
4005,1,1,r_14_12,NA
4005,1,1,r_14_13,NA
4005,1,1,r_14_14,NA
4005,1,1,r_14_15,NA
4005,1,1,r_14_16,NA
4005,1,1,r_14_18,NA
4005,1,1,r_14_19,NA
4005,1,1,r_14_2,NA
4005,1,1,r_14_3,NA
4005,1,1,r_14_4,NA
4005,1,1,r_14_5,NA
4005,1,1,r_14_6,NA
4005,1,1,r_14_7,NA
4005,1,1,r_14_8,NA
4005,1,1,r_14_9,NA
4005,1,1,r_15_1,NA
4005,1,1,r_15_10,NA
4005,1,1,r_15_11,NA
4005,1,1,r_15_12,NA
4005,1,1,r_15_13,NA
4005,1,1,r_15_14,NA
4005,1,1,r_15_15,1
4005,1,1,r_15_16,NA
4005,1,1,r_15_18,NA
4005,1,1,r_15_19,NA
4005,1,1,r_15_2,NA
4005,1,1,r_15_3,NA
4005,1,1,r_15_4,NA
4005,1,1,r_15_5,NA
4005,1,1,r_15_6,NA
4005,1,1,r_15_7,NA
4005,1,1,r_15_8,NA
4005,1,1,r_15_9,NA
4005,1,1,r_16_1,NA
4005,1,1,r_16_10,NA
4005,1,1,r_16_11,NA
4005,1,1,r_16_12,NA
4005,1,1,r_16_13,NA
4005,1,1,r_16_14,NA
4005,1,1,r_16_15,NA
4005,1,1,r_16_16,NA
4005,1,1,r_16_18,NA
4005,1,1,r_16_19,NA
4005,1,1,r_16_2,NA
4005,1,1,r_16_3,NA
4005,1,1,r_16_4,NA
4005,1,1,r_16_5,NA
4005,1,1,r_16_6,NA
4005,1,1,r_16_7,NA
4005,1,1,r_16_8,NA
4005,1,1,r_16_9,NA
4005,1,1,r_18_1,NA
4005,1,1,r_18_10,NA
4005,1,1,r_18_11,NA
4005,1,1,r_18_12,NA
4005,1,1,r_18_13,NA
4005,1,1,r_18_14,NA
4005,1,1,r_18_15,NA
4005,1,1,r_18_16,NA
4005,1,1,r_18_18,NA
4005,1,1,r_18_19,NA
4005,1,1,r_18_2,NA
4005,1,1,r_18_3,NA
4005,1,1,r_18_4,NA
4005,1,1,r_18_5,NA
4005,1,1,r_18_6,NA
4005,1,1,r_18_7,NA
4005,1,1,r_18_8,NA
4005,1,1,r_18_9,NA
4005,1,1,r_19_1,NA
4005,1,1,r_19_10,NA
4005,1,1,r_19_11,NA
4005,1,1,r_19_12,NA
4005,1,1,r_19_13,NA
4005,1,1,r_19_14,NA
4005,1,1,r_19_15,NA
4005,1,1,r_19_16,NA
4005,1,1,r_19_18,NA
4005,1,1,r_19_19,NA
4005,1,1,r_19_2,NA
4005,1,1,r_19_3,NA
4005,1,1,r_19_4,NA
4005,1,1,r_19_5,NA
4005,1,1,r_19_6,NA
4005,1,1,r_19_7,NA
4005,1,1,r_19_8,NA
4005,1,1,r_19_9,NA
4005,1,1,r_2_1,NA
4005,1,1,r_2_10,NA
4005,1,1,r_2_11,NA
4005,1,1,r_2_12,-0.27
4005,1,1,r_2_13,-0.19
4005,1,1,r_2_14,NA
4005,1,1,r_2_15,-0.24
4005,1,1,r_2_16,NA
4005,1,1,r_2_18,NA
4005,1,1,r_2_19,NA
4005,1,1,r_2_2,1
4005,1,1,r_2_3,0.89
4005,1,1,r_2_4,NA
4005,1,1,r_2_5,NA
4005,1,1,r_2_6,NA
4005,1,1,r_2_7,0.25
4005,1,1,r_2_8,NA
4005,1,1,r_2_9,NA
4005,1,1,r_3_1,NA
4005,1,1,r_3_10,NA
4005,1,1,r_3_11,NA
4005,1,1,r_3_12,-0.34
4005,1,1,r_3_13,-0.24
4005,1,1,r_3_14,NA
4005,1,1,r_3_15,-0.24
4005,1,1,r_3_16,NA
4005,1,1,r_3_18,NA
4005,1,1,r_3_19,NA
4005,1,1,r_3_2,NA
4005,1,1,r_3_3,1
4005,1,1,r_3_4,NA
4005,1,1,r_3_5,NA
4005,1,1,r_3_6,NA
4005,1,1,r_3_7,0.63
4005,1,1,r_3_8,NA
4005,1,1,r_3_9,NA
4005,1,1,r_4_1,NA
4005,1,1,r_4_10,NA
4005,1,1,r_4_11,NA
4005,1,1,r_4_12,NA
4005,1,1,r_4_13,NA
4005,1,1,r_4_14,NA
4005,1,1,r_4_15,NA
4005,1,1,r_4_16,NA
4005,1,1,r_4_18,NA
4005,1,1,r_4_19,NA
4005,1,1,r_4_2,NA
4005,1,1,r_4_3,NA
4005,1,1,r_4_4,NA
4005,1,1,r_4_5,NA
4005,1,1,r_4_6,NA
4005,1,1,r_4_7,NA
4005,1,1,r_4_8,NA
4005,1,1,r_4_9,NA
4005,1,1,r_5_1,NA
4005,1,1,r_5_10,NA
4005,1,1,r_5_11,NA
4005,1,1,r_5_12,NA
4005,1,1,r_5_13,NA
4005,1,1,r_5_14,NA
4005,1,1,r_5_15,NA
4005,1,1,r_5_16,NA
4005,1,1,r_5_18,NA
4005,1,1,r_5_19,NA
4005,1,1,r_5_2,NA
4005,1,1,r_5_3,NA
4005,1,1,r_5_4,NA
4005,1,1,r_5_5,NA
4005,1,1,r_5_6,NA
4005,1,1,r_5_7,NA
4005,1,1,r_5_8,NA
4005,1,1,r_5_9,NA
4005,1,1,r_6_1,NA
4005,1,1,r_6_10,NA
4005,1,1,r_6_11,NA
4005,1,1,r_6_12,NA
4005,1,1,r_6_13,NA
4005,1,1,r_6_14,NA
4005,1,1,r_6_15,NA
4005,1,1,r_6_16,NA
4005,1,1,r_6_18,NA
4005,1,1,r_6_19,NA
4005,1,1,r_6_2,NA
4005,1,1,r_6_3,NA
4005,1,1,r_6_4,NA
4005,1,1,r_6_5,NA
4005,1,1,r_6_6,NA
4005,1,1,r_6_7,NA
4005,1,1,r_6_8,NA
4005,1,1,r_6_9,NA
4005,1,1,r_7_1,NA
4005,1,1,r_7_10,NA
4005,1,1,r_7_11,NA
4005,1,1,r_7_12,-0.30
4005,1,1,r_7_13,-0.24
4005,1,1,r_7_14,NA
4005,1,1,r_7_15,-0.08
4005,1,1,r_7_16,NA
4005,1,1,r_7_18,NA
4005,1,1,r_7_19,NA
4005,1,1,r_7_2,NA
4005,1,1,r_7_3,NA
4005,1,1,r_7_4,NA
4005,1,1,r_7_5,NA
4005,1,1,r_7_6,NA
4005,1,1,r_7_7,1
4005,1,1,r_7_8,NA
4005,1,1,r_7_9,NA
4005,1,1,r_8_1,NA
4005,1,1,r_8_10,NA
4005,1,1,r_8_11,NA
4005,1,1,r_8_12,NA
4005,1,1,r_8_13,NA
4005,1,1,r_8_14,NA
4005,1,1,r_8_15,NA
4005,1,1,r_8_16,NA
4005,1,1,r_8_18,NA
4005,1,1,r_8_19,NA
4005,1,1,r_8_2,NA
4005,1,1,r_8_3,NA
4005,1,1,r_8_4,NA
4005,1,1,r_8_5,NA
4005,1,1,r_8_6,NA
4005,1,1,r_8_7,NA
4005,1,1,r_8_8,NA
4005,1,1,r_8_9,NA
4005,1,1,r_9_1,NA
4005,1,1,r_9_10,NA
4005,1,1,r_9_11,NA
4005,1,1,r_9_12,NA
4005,1,1,r_9_13,NA
4005,1,1,r_9_14,NA
4005,1,1,r_9_15,NA
4005,1,1,r_9_16,NA
4005,1,1,r_9_18,NA
4005,1,1,r_9_19,NA
4005,1,1,r_9_2,NA
4005,1,1,r_9_3,NA
4005,1,1,r_9_4,NA
4005,1,1,r_9_5,NA
4005,1,1,r_9_6,NA
4005,1,1,r_9_7,NA
4005,1,1,r_9_8,NA
4005,1,1,r_9_9,NA
4005,1,1,study_design,1
4005,1,1,study_design_text,NA
4005,1,1,study_intention,1
4005,1,1,study_sample,1
4005,1,1,study_sample_text,NA
4005,1,1,var_18_text,NA
4005,1,1,var_19_text,NA
4005,1,1,variables,"2,3,7,12,13,15"
