coder,id,var,text,name,outgroup,ic_quality
Coder 1,2375,cf,"Respondents’ level of positive contact with Anglo- Whites was operationalized as friendship contact, which is regarded as one of the most potent forms of intergroup contact (Pettigrew & Tropp, 2006). Respondents completed three items, indicating how many of their closest friends were Anglo- Whites (1 = none, 2 = one, 3 = two, 4 = three, 5 = four, 6 = five, 7 = six to ten, 8 = more than ten), how often they visited their Anglo friends in their home, and how often their Anglo friends visited them in their home (1 = never, 2 = rarely, 3 = sometimes, 4 = often, 5 = very often). The items were standardized and averaged to yield an index of friendship contact (α = .88).",Cross-group friendship,Anglo/White Americans,Yes
Coder 2,2375,cf,"Respondents’ level of positive contact with Anglo- Whites was operationalized as friendship contact, which is regarded as one of the most potent forms of intergroup contact (Pettigrew & Tropp, 2006). Respondents completed three items, indicating how many of their closest friends were Anglo- Whites (1 = none, 2 = one, 3 = two, 4 = three, 5 = four, 6 = five, 7 = six to ten, 8 = more than ten), how often they visited their Anglo friends in their home, and how often their Anglo friends visited them in their home (1 = never, 2 = rarely, 3 = sometimes, 4 = often, 5 = very often). The items were standardized and averaged to yield an index of friendship contact (α = .88).",Cross-group friendship,Anglo/White Americans,Yes
Coder 1,2380,cf,"How many close friends do you have who are from general castes? (1 = none, 5 = more than ten) How often do you spend time with friends from general castes? (1 = never, 5 = very often)",Cross-group friendship,General Castes,Yes
Coder 2,2380,cf,"How many close friends do you have who are from general castes? (1 = none, 5 = more than ten) How often do you spend time with friends from general castes? (1 = never, 5 = very often)",Cross-group friendship,General Castes,Yes
Coder 1,2380,cq,"How often, in your everyday life, do you meet people from general castes? (1 = never, 5 = very often)",Contact quantity,General Castes,No
Coder 2,2380,cq,"How often, in your everyday life, do you meet people from general castes? (1 = never, 5 = very often)",Contact quantity,General Castes,No
Coder 1,2380,pc,"On average, how often do you have positive/good contact with people from general castes? (1 = never, 5 = very often)",Contact quality / Positive contact,General Castes,Yes
Coder 2,2380,pc,"On average, how often do you have positive/good contact with people from general castes? (1 = never, 5 = very often)",Contact quality / Positive contact,General Castes,Yes
Coder 1,2381,cf,“Roughly how many hours (if any) have you spent with friends from each of the following groups in the last week?”,Cross-group friendship,NZ European,Yes
Coder 2,2381,cf,“Roughly how many hours (if any) have you spent with friends from each of the following groups in the last week?”,Cross-group friendship,NZ European,Yes
Coder 1,2381,pc,How frequently do you have POSITIVE/GOOD contact with NZ Europeans?,Contact quality / Positive contact,NZ European,Yes
Coder 2,2381,pc,How frequently do you have POSITIVE/GOOD contact with NZ Europeans?,Contact quality / Positive contact,NZ European,Yes
Coder 1,2382,cf,"How many of your close friends are White? (0 = 0, 11 = more than 10 (please specify))",Cross-group friendship,White British people,Yes
Coder 2,2382,cf,"How many of your close friends are White? (0 = 0, 11 = more than 10 (please specify))",Cross-group friendship,White British people,Yes
Coder 1,2382,pc,"In general, how often do you have positive contact with White people? (1 = never, 6 = every day)",Contact quality / Positive contact,White British people,Yes
Coder 2,2382,pc,"In general, how often do you have positive contact with White people? (1 = never, 6 = every day)",Contact quality / Positive contact,White British people,Yes
Coder 1,2383,cf,"Thinking now about all of your friends. How many of them have a… White or White British background? (1 = none or a very few, 5 = almost all or all)",Cross-group friendship,White British people,Yes
Coder 2,2383,cf,"Thinking now about all of your friends. How many of them have a… White or White British background? (1 = none or a very few, 5 = almost all or all)",Cross-group friendship,White British people,Yes
Coder 1,2383,pc,"How often do you have positive / good contact with… White or White British People? (1 = never, 5 = every day)",Contact quality / Positive contact,White British people,Yes
Coder 2,2383,pc,"How often do you have positive / good contact with… White or White British People? (1 = never, 5 = every day)",Contact quality / Positive contact,White British people,Yes
Coder 1,2385,pc,How frequently do you have POSITIVE/GOOD interactions with Hindus?,Contact quality / Positive contact,Hindus,Yes
Coder 2,2385,pc,How frequently do you have POSITIVE/GOOD interactions with Hindus?,Contact quality / Positive contact,Hindus,Yes
Coder 1,2391,pc,"Participants rated how often in the last few weeks they have experienced positive contacts with Italian people (3 items: positive, friendly, polite). All items were rated on 5-point scale (1=never; 5=a lot).",Contact quality / Positive contact,Italian native people,Yes
Coder 2,2391,pc,"Participants rated how often in the last few weeks they have experienced positive contacts with Italian people (3 items: positive, friendly, polite). All items were rated on 5-point scale (1=never; 5=a lot).",Contact quality / Positive contact,Italian native people,Yes
Coder 1,2392,pc,How frequently do you have POSITIVE/GOOD interactions with people that are Upper Caste?,Contact quality / Positive contact,Upper caste individuals,Yes
Coder 2,2392,pc,How frequently do you have POSITIVE/GOOD interactions with people that are Upper Caste?,Contact quality / Positive contact,Upper caste individuals,Yes
Coder 1,2392,pc,How frequently do you have POSITIVE/GOOD interactions with people that are Upper Caste?,Contact quality / Positive contact,Upper Castes,Yes
Coder 2,2392,pc,How frequently do you have POSITIVE/GOOD interactions with people that are Upper Caste?,Contact quality / Positive contact,Upper Castes,Yes
Coder 1,2394,pc,"Intergroup contact. We used all items from Study 1 except “complimented” for positive contact (αAsian = .90, αWhite = .95) and “felt intimidated” for negative contact (αAsian = .89, αWhite = .95).",Contact quality / Positive contact,White Americans,Yes
Coder 2,2394,pc,"Intergroup contact. We used all items from Study 1 except “complimented” for positive contact (αAsian = .90, αWhite = .95) and “felt intimidated” for negative contact (αAsian = .89, αWhite = .95).",Contact quality / Positive contact,White Americans,Yes
Coder 1,2394,pc,"We assessed how often respondents had positive and negative experiences with Black/African Americans and White/ European Americans (Reimer et al., 2017; Stephan et al., 2002). Specifically, positive contact (αBlack = .94, αWhite = .95) was measured using five items: the degree to which participants felt supported, helped, complimented, befriended, and welcome in the intergroup interaction. ... The items were averaged, and higher scores indicate stronger perceptions of positive or negative contact.",Contact quality / Positive contact,White Americans,Yes
Coder 2,2394,pc,"We assessed how often respondents had positive and negative experiences with Black/African Americans and White/ European Americans (Reimer et al., 2017; Stephan et al., 2002). Specifically, positive contact (αBlack = .94, αWhite = .95) was measured using five items: the degree to which participants felt supported, helped, complimented, befriended, and welcome in the intergroup interaction. ... The items were averaged, and higher scores indicate stronger perceptions of positive or negative contact.",Contact quality / Positive contact,White Americans,Yes
Coder 1,2395,cf,"How many White/Turkish friends do you have? 1=None, 2=1-2, 3=3-5, 4=6-10, 5=11-20, 6=21-30, 7=31 and above",Cross-group friendship,Turkish people,Yes
Coder 2,2395,cf,"How many White/Turkish friends do you have? 1=None, 2=1-2, 3=3-5, 4=6-10, 5=11-20, 6=21-30, 7=31 and above",Cross-group friendship,Turkish people,Yes
Coder 1,2395,cf,"How many White/Turkish friends do you have? 1=None, 2=1-2, 3=3-5, 4=6-10, 5=11-20, 6=21-30, 7=31 and above",Cross-group friendship,White people,Yes
Coder 2,2395,cf,"How many White/Turkish friends do you have? 1=None, 2=1-2, 3=3-5, 4=6-10, 5=11-20, 6=21-30, 7=31 and above",Cross-group friendship,White people,Yes
Coder 1,2395,cq,"How often do you interact with White/Turkish people? 1=Never, 7=Always",Contact quantity,Turkish people,No
Coder 2,2395,cq,"How often do you interact with White/Turkish people? 1=Never, 7=Always",Contact quantity,Turkish people,No
Coder 1,2395,cq,"How often do you interact with White/Turkish people? 1=Never, 7=Always",Contact quantity,White people,No
Coder 2,2395,cq,"How often do you interact with White/Turkish people? 1=Never, 7=Always",Contact quantity,White people,No
Coder 1,2395,pc,"How frequently do you form positive contact with White/Turkish people? 1=Never, 7=Always",Contact quality / Positive contact,Turkish people,Yes
Coder 2,2395,pc,"How frequently do you form positive contact with White/Turkish people? 1=Never, 7=Always",Contact quality / Positive contact,Turkish people,Yes
Coder 1,2395,pc,"How frequently do you form positive contact with White/Turkish people? 1=Never, 7=Always",Contact quality / Positive contact,White people,Yes
Coder 2,2395,pc,"How frequently do you form positive contact with White/Turkish people? 1=Never, 7=Always",Contact quality / Positive contact,White people,Yes
Coder 1,2396,cf,"how many close friends do you have from the following groups? 1=None, 2= 1, 3=2, 4=3-4, 5=5-6, 6=7-8, 7=9 or more",Cross-group friendship,Heterosexual people,Yes
Coder 2,2396,cf,"how many close friends do you have from the following groups? 1=None, 2= 1, 3=2, 4=3-4, 5=5-6, 6=7-8, 7=9 or more",Cross-group friendship,Heterosexual people,Yes
Coder 1,2396,cf,"how many close friends do you have from the following groups? 1=None, 2= 1, 3=2, 4=3-4, 5=5-6, 6=7-8, 7=9 or more",Cross-group friendship,Non-disabled people,Yes
Coder 2,2396,cf,"how many close friends do you have from the following groups? 1=None, 2= 1, 3=2, 4=3-4, 5=5-6, 6=7-8, 7=9 or more",Cross-group friendship,Non-disabled people,Yes
Coder 1,2396,cf,"how many close friends do you have from the following groups? 1=None, 2= 1, 3=2, 4=3-4, 5=5-6, 6=7-8, 7=9 or more",Cross-group friendship,Turkish people,Yes
Coder 2,2396,cf,"how many close friends do you have from the following groups? 1=None, 2= 1, 3=2, 4=3-4, 5=5-6, 6=7-8, 7=9 or more",Cross-group friendship,Turkish people,Yes
Coder 1,2397,pc,"Now we would like to ask you some more questions about the frequency of different types of interactions with white people? 1. How often have you interacted in a friendly way with white people?  2. How often have you experienced helpful interactions with white people? 3. How often have you been made to feel welcome by white people? 4. How often have you had positive conversations with white people? 5. How often have you cooperated well with white people? (1 = never, 7 = very often)",Contact quality / Positive contact,White people,Yes
Coder 2,2397,pc,"Now we would like to ask you some more questions about the frequency of different types of interactions with white people? 1. How often have you interacted in a friendly way with white people?  2. How often have you experienced helpful interactions with white people? 3. How often have you been made to feel welcome by white people? 4. How often have you had positive conversations with white people? 5. How often have you cooperated well with white people? (1 = never, 7 = very often)",Contact quality / Positive contact,White people,Yes
Coder 1,2398,pc,"How often do you have positive contact with White people? (1 = never, 5 = every day)",Contact quality / Positive contact,White people,Yes
Coder 2,2398,pc,"How often do you have positive contact with White people? (1 = never, 5 = every day)",Contact quality / Positive contact,White people,Yes
Coder 1,2399,pc,"Positive and negative contact before the intervention were measured with two items per outgroup, each with a five-point response scale (based on Barlow et al., 2012): “In the past year, how often have you had positive/good [negative/bad] experiences with people from the following groups?”(1 = never, 5 = very often; rAsian = −0.03, rBlack = −0.10, rWhite = −0.28).",Contact quality / Positive contact,White people,Yes
Coder 2,2399,pc,"Positive and negative contact before the intervention were measured with two items per outgroup, each with a five-point response scale (based on Barlow et al., 2012): “In the past year, how often have you had positive/good [negative/bad] experiences with people from the following groups?”(1 = never, 5 = very often; rAsian = −0.03, rBlack = −0.10, rWhite = −0.28).",Contact quality / Positive contact,White people,Yes
Coder 1,244,ic,"At the end of the interview, participants completed the Developmental Intergroup Contact Survey (Crystal et al. 2008) originally adapted from a 10-item Diversity Attitudes Questionnaire (DAQ) (Kurlaender and Yun 2001). Following Crystal et al. (2008) the 10 DAQ items were subjected to a principal axis factor analysis with varimax rotation (Kaiser normalization), which yielded a primary factor, explaining 34% of the variance and consisting of six items. Those six items comprised our Intergroup Contact Scale and included: (1) How many students in your school are from racial or ethnic groups different from you own? (2) How often do you work on school projects and/or study with students from other racial/ethnic groups? (3) At school, how many friends do you have who are from a different racial or ethnic group than you? (4) Outside of school, how many friends do you have who are from a different racial or ethnic group than you? (5) In the neighborhood where you live, do you have neighbors from other racial or ethnic groups? and (6) How many of your friends from your neighborhood are from a different racial or ethnic group than you? Responses to these items ranged from one (‘‘none’’) to four (‘‘many’’), and were summed and then averaged to form the Intergroup Contact Scale, with a Cronbach’s a of .72. In order to include the Intergroup Contact Scale in more complex multivariate analyses, the scale was dichotomously split along the mean into groups of ‘‘low’’ and ‘‘high’’ intergroup contact.",Intergroup contact (other),European American children,No
Coder 2,244,ic,"At the end of the interview, participants completed the Developmental Intergroup Contact Survey (Crystal et al. 2008) originally adapted from a 10-item Diversity Attitudes Questionnaire (DAQ) (Kurlaender and Yun 2001). Following Crystal et al. (2008) the 10 DAQ items were subjected to a principal axis factor analysis with varimax rotation (Kaiser normalization), which yielded a primary factor, explaining 34% of the variance and consisting of six items. Those six items comprised our Intergroup Contact Scale and included: (1) How many students in your school are from racial or ethnic groups different from you own? (2) How often do you work on school projects and/or study with students from other racial/ethnic groups? (3) At school, how many friends do you have who are from a different racial or ethnic group than you? (4) Outside of school, how many friends do you have who are from a different racial or ethnic group than you? (5) In the neighborhood where you live, do you have neighbors from other racial or ethnic groups? and (6) How many of your friends from your neighborhood are from a different racial or ethnic group than you? Responses to these items ranged from one (‘‘none’’) to four (‘‘many’’), and were summed and then averaged to form the Intergroup Contact Scale, with a Cronbach’s a of .72. In order to include the Intergroup Contact Scale in more complex multivariate analyses, the scale was dichotomously split along the mean into groups of ‘‘low’’ and ‘‘high’’ intergroup contact.",Intergroup contact (other),European American children,No
Coder 2,284,cf,"To measure intergroup contact, we adapted three items from Swart (2007) to assess positive outgroup contact ( = .84). Participants reported the amount of contact they have at university, in social activities, and in their homes or university residences (whichever is relevant; e.g., ‘How often do you visit your White friends in their home?’).",Cross-group friendship,White South Africans,No
Coder 1,284,cf,"To measure intergroup contact, we adapted three items from Swart (2007) to assess positive outgroup contact ( = .84). Participants reported the amount of contact they have at university, in social activities, and in their homes or university residences (whichever is relevant; e.g., ‘How often do you visit your White friends in their home?’).",Cross-group friendship,White South Africans,Yes
Coder 1,286,cf,"To assess the quality of contact between Turks and Kurds, three items were adapted from Glasford and Calcagno (2012): “Some of my closest friends are Turks/Kurds,” “I feel very close to my Turkish/Kurdish friends,” and “Most of my experiences with Turks/Kurds are positive” (.78).",Cross-group friendship,Turks,Yes
Coder 2,286,cf,"To assess the quality of contact between Turks and Kurds, three items were adapted from Glasford and Calcagno (2012): “Some of my closest friends are Turks/Kurds,” “I feel very close to my Turkish/Kurdish friends,” and “Most of my experiences with Turks/Kurds are positive” (.78).",Cross-group friendship,Turks,Yes
Coder 1,3000,cq,"Contact with local students Students’ extent of contact with local students was measured using an eight-item Quantity of Contact Scale from Tawagi and Mak (2015), who originally adapted items from Ward et al. (2005). This measure comprises 4-point rating scales, where 1 stands for ‘Never’, 2 for ‘Rarely (Once a month)’, 3 for ‘Sometimes (2–4 times a month)’, and 4 for ‘Often (5–15 times a month)’. An example item is ‘Spending time together in the holidays.",Contact quantity,Local students,No
Coder 2,3000,cq,"Contact with local students Students’ extent of contact with local students was measured using an eight-item Quantity of Contact Scale from Tawagi and Mak (2015), who originally adapted items from Ward et al. (2005). This measure comprises 4-point rating scales, where 1 stands for ‘Never’, 2 for ‘Rarely (Once a month)’, 3 for ‘Sometimes (2–4 times a month)’, and 4 for ‘Often (5–15 times a month)’. An example item is ‘Spending time together in the holidays.",Contact quantity,Local students,No
Coder 1,3005,cq,"Contact with Norwegians. To measure participants’ positive contact / with native Norwegians we used a 3-item scale (Martiny et al., 2017). / This scale was a combination of quantity and quality of contact (“It is / important for me to have contact with Norwegians”; “I have a lot of / contact with Norwegians,” “I like having contact with Norwegians”; / Cronbach’s alpha = 0.77).",Contact quantity,Native Norwegians,No
Coder 2,3005,cq,"Contact with Norwegians. To measure participants’ positive contact / with native Norwegians we used a 3-item scale (Martiny et al., 2017). / This scale was a combination of quantity and quality of contact (“It is / important for me to have contact with Norwegians”; “I have a lot of / contact with Norwegians,” “I like having contact with Norwegians”; / Cronbach’s alpha = 0.77).",Contact quantity,Native Norwegians,No
Coder 1,303,cf,"Previous friendships  and attitudes about engaging in close friendships in the future were measured with  questions like, “How often have you pursued close friendships in the past with...” and  “How likely are you to pursue a close friendship in the future with...” with possible  answers of: 1 (not very) to 4 (very).",Cross-group friendship,Anglos/Whites,Yes
Coder 2,303,cf,"Previous friendships  and attitudes about engaging in close friendships in the future were measured with  questions like, “How often have you pursued close friendships in the past with...” and  “How likely are you to pursue a close friendship in the future with...” with possible  answers of: 1 (not very) to 4 (very).",Cross-group friendship,Anglos/Whites,Yes
Coder 1,3051,cf,"Consistent with numerous previous studies (see Pettigrew and Tropp, 2011), the independent variable, cross-group friendship, was measured using a single item: “How many of your close friends are Danes?” This item had seven response categories: “all of them; almost all of them”; “over half of them”; “about half of them”; “below half of them”; “almost none of them”; and “none of them” (“don’t know” responses were excluded from the empirical analysis). This measure was treated as an interval-scaled variable and subsequently rescaled to vary from 0 to 1, higher values indicating greater contact intensity.",Cross-group friendship,Danes,Yes
Coder 2,3051,cf,"Consistent with numerous previous studies (see Pettigrew and Tropp, 2011), the independent variable, cross-group friendship, was measured using a single item: “How many of your close friends are Danes?” This item had seven response categories: “all of them; almost all of them”; “over half of them”; “about half of them”; “below half of them”; “almost none of them”; and “none of them” (“don’t know” responses were excluded from the empirical analysis). This measure was treated as an interval-scaled variable and subsequently rescaled to vary from 0 to 1, higher values indicating greater contact intensity.",Cross-group friendship,Danes,Yes
Coder 1,3054,cf,"Number of outgroup friends (adapted from Tropp & Pettigrew, 2005): 1) How many of your friends are [participants’ outgroup]?  (1 = None of my friends to 7 = All of my friends)  Frequency of meeting outgroup friends (adapted from Tropp & Pettigrew, 2005): 1) How often do you meet your [participants’ outgroup] friends?  (1 = Never to 7 = Daily)",Cross-group friendship,Cis-Heterosexuals,Yes
Coder 2,3054,cf,"Number of outgroup friends (adapted from Tropp & Pettigrew, 2005): 1) How many of your friends are [participants’ outgroup]?  (1 = None of my friends to 7 = All of my friends)  Frequency of meeting outgroup friends (adapted from Tropp & Pettigrew, 2005): 1) How often do you meet your [participants’ outgroup] friends?  (1 = Never to 7 = Daily)",Cross-group friendship,Cis-Heterosexuals,Yes
Coder 1,3054,cf,"Number of outgroup friends (adapted from Tropp & Pettigrew, 2005): 1) How many of your friends are [participants’ outgroup]?  (1 = None of my friends to 7 = All of my friends)  Frequency of meeting outgroup friends (adapted from Tropp & Pettigrew, 2005): 1) How often do you meet your [participants’ outgroup] friends?  (1 = Never to 7 = Daily)",Cross-group friendship,"Non-Indigenous, Chileans, Non-Muslims, Albanians, Polish, Serbs, Non-Roma, White people",Yes
Coder 2,3054,cf,"Number of outgroup friends (adapted from Tropp & Pettigrew, 2005): 1) How many of your friends are [participants’ outgroup]?  (1 = None of my friends to 7 = All of my friends)  Frequency of meeting outgroup friends (adapted from Tropp & Pettigrew, 2005): 1) How often do you meet your [participants’ outgroup] friends?  (1 = Never to 7 = Daily)",Cross-group friendship,"Non-Indigenous, Chileans, Non-Muslims, Albanians, Polish, Serbs, Non-Roma, White people",Yes
Coder 1,3054,cq,"Quantity of contact (adapted from Voci & Hewstone, 2003): 1) How often do you interact with [participants’ outgroup]?  (1 = Never, 2 = Less than once a year, 3 = Yearly, 4 = A few times a year, 5 = Monthly, 6 = Weekly, 7 = Daily) 2) How many [participants’ outgroup] people do you know, at least as acquaintances?  (0 = None, 10 = 10 or more)",Contact quantity,Cis-Heterosexuals,No
Coder 2,3054,cq,"Quantity of contact (adapted from Voci & Hewstone, 2003): 1) How often do you interact with [participants’ outgroup]?  (1 = Never, 2 = Less than once a year, 3 = Yearly, 4 = A few times a year, 5 = Monthly, 6 = Weekly, 7 = Daily) 2) How many [participants’ outgroup] people do you know, at least as acquaintances?  (0 = None, 10 = 10 or more)",Contact quantity,Cis-Heterosexuals,No
Coder 1,3054,cq,"Quantity of contact (adapted from Voci & Hewstone, 2003): 1) How often do you interact with [participants’ outgroup]?  (1 = Never, 2 = Less than once a year, 3 = Yearly, 4 = A few times a year, 5 = Monthly, 6 = Weekly, 7 = Daily) 2) How many [participants’ outgroup] people do you know, at least as acquaintances?  (0 = None, 10 = 10 or more)",Contact quantity,"Non-Indigenous, Chileans, Non-Muslims, Albanians, Polish, Serbs, Non-Roma, White people",No
Coder 2,3054,cq,"Quantity of contact (adapted from Voci & Hewstone, 2003): 1) How often do you interact with [participants’ outgroup]?  (1 = Never, 2 = Less than once a year, 3 = Yearly, 4 = A few times a year, 5 = Monthly, 6 = Weekly, 7 = Daily) 2) How many [participants’ outgroup] people do you know, at least as acquaintances?  (0 = None, 10 = 10 or more)",Contact quantity,"Non-Indigenous, Chileans, Non-Muslims, Albanians, Polish, Serbs, Non-Roma, White people",No
Coder 1,3054,pc,"Positive contact (adapted from Kelly & Breinlinger, 1995 and Tropp & Brown, 2004): When you interact with [participants’ outgroup], to what extent do you experience the following: 1) The contact is friendly? 2) You cooperate well with each other? 3) You interact as equals?  (1 = Strongly disagree to 7 = Strongly agree)",Contact quality / Positive contact,Cis-Heterosexuals,Yes
Coder 2,3054,pc,"Positive contact (adapted from Kelly & Breinlinger, 1995 and Tropp & Brown, 2004): When you interact with [participants’ outgroup], to what extent do you experience the following: 1) The contact is friendly? 2) You cooperate well with each other? 3) You interact as equals?  (1 = Strongly disagree to 7 = Strongly agree)",Contact quality / Positive contact,Cis-Heterosexuals,Yes
Coder 1,3054,pc,"Positive contact (adapted from Kelly & Breinlinger, 1995 and Tropp & Brown, 2004): When you interact with [participants’ outgroup], to what extent do you experience the following: 1) The contact is friendly? 2) You cooperate well with each other? 3) You interact as equals?  (1 = Strongly disagree to 7 = Strongly agree)",Contact quality / Positive contact,"Non-Indigenous, Chileans, Non-Muslims, Albanians, Polish, Serbs, Non-Roma, White people",Yes
Coder 2,3054,pc,"Positive contact (adapted from Kelly & Breinlinger, 1995 and Tropp & Brown, 2004): When you interact with [participants’ outgroup], to what extent do you experience the following: 1) The contact is friendly? 2) You cooperate well with each other? 3) You interact as equals?  (1 = Strongly disagree to 7 = Strongly agree)",Contact quality / Positive contact,"Non-Indigenous, Chileans, Non-Muslims, Albanians, Polish, Serbs, Non-Roma, White people",Yes
Coder 1,3060,cf,"2.3.5. Black friends / At waves 4–7, respondents were asked, “What proportion of your casual friends is African American?” and “What proportion of your close friends is African American?” The response format for each of the items ranged from 1 (10% or less) to 5 (greater than 80%). Finally, a composite measure of the proportion of black friends was created by averaging the scores for the two items across waves. [Reverse coded for meta-analysis.]",Cross-group friendship,White Americans,No
Coder 2,3060,cf,"2.3.5. Black friends / At waves 4–7, respondents were asked, “What proportion of your casual friends is African American?” and “What proportion of your close friends is African American?” The response format for each of the items ranged from 1 (10% or less) to 5 (greater than 80%). Finally, a composite measure of the proportion of black friends was created by averaging the scores for the two items across waves. [Reverse coded for meta-analysis.]",Cross-group friendship,White Americans,No
Coder 1,3134,cf,"Thinking now about all of your friends. How many of them have a Dutch/German/Swedish background? (1 = Almost all or all, 5 = None or very few) [Reverse coded for meta-analysis]",Cross-group friendship,Dutch natives,Yes
Coder 2,3134,cf,"Thinking now about all of your friends. How many of them have a Dutch/German/Swedish background? (1 = Almost all or all, 5 = None or very few) [Reverse coded for meta-analysis]",Cross-group friendship,Dutch natives,Yes
Coder 1,3134,cf,"Thinking now about all of your friends. How many of them have a Dutch/German/Swedish background? (1 = Almost all or all, 5 = None or very few) [Reverse coded for meta-analysis]",Cross-group friendship,Native Germans,Yes
Coder 2,3134,cf,"Thinking now about all of your friends. How many of them have a Dutch/German/Swedish background? (1 = Almost all or all, 5 = None or very few) [Reverse coded for meta-analysis]",Cross-group friendship,Native Germans,Yes
Coder 1,3134,cf,"Thinking now about all of your friends. How many of them have a Dutch/German/Swedish background? (1 = Almost all or all, 5 = None or very few) [Reverse coded for meta-analysis]",Cross-group friendship,Swedish natives,Yes
Coder 2,3134,cf,"Thinking now about all of your friends. How many of them have a Dutch/German/Swedish background? (1 = Almost all or all, 5 = None or very few) [Reverse coded for meta-analysis]",Cross-group friendship,Swedish natives,Yes
Coder 1,3134,cq,"How often do you spend time in your neighborhood with people from a Dutch/German/Swedish background? (1 = Every day, 5 = never) [Reverse coded for meta-analysis]",Contact quantity,Dutch natives,No
Coder 2,3134,cq,"How often do you spend time in your neighborhood with people from a Dutch/German/Swedish background? (1 = Every day, 5 = never) [Reverse coded for meta-analysis]",Contact quantity,Dutch natives,No
Coder 1,3134,cq,"How often do you spend time in your neighborhood with people from a Dutch/German/Swedish background? (1 = Every day, 5 = never) [Reverse coded for meta-analysis]",Contact quantity,Native Germans,No
Coder 2,3134,cq,"How often do you spend time in your neighborhood with people from a Dutch/German/Swedish background? (1 = Every day, 5 = never) [Reverse coded for meta-analysis]",Contact quantity,Native Germans,No
Coder 1,3134,cq,"How often do you spend time in your neighborhood with people from a Dutch/German/Swedish background? (1 = Every day, 5 = never) [Reverse coded for meta-analysis]",Contact quantity,Swedish natives,No
Coder 2,3134,cq,"How often do you spend time in your neighborhood with people from a Dutch/German/Swedish background? (1 = Every day, 5 = never) [Reverse coded for meta-analysis]",Contact quantity,Swedish natives,No
Coder 1,3196,cq,"Quantity of contact. Quantity of contact was assessed using five items. Participants were asked to indicate the extent to which they had contact with immigrants/Italians at school, in the neighbourhood, during free time, and in general, and how many immigrants/Italians they spent time with. For the first four items, responses ranged from 1 (none) to 5 (very much); for the latter item, possible responses were: 1 (none), 2 (one or two), 3 (three or four), 4 (five or six), 5 (more than six; α = .88).",Contact quantity,Italian natives,No
Coder 2,3196,cq,"Quantity of contact. Quantity of contact was assessed using five items. Participants were asked to indicate the extent to which they had contact with immigrants/Italians at school, in the neighbourhood, during free time, and in general, and how many immigrants/Italians they spent time with. For the first four items, responses ranged from 1 (none) to 5 (very much); for the latter item, possible responses were: 1 (none), 2 (one or two), 3 (three or four), 4 (five or six), 5 (more than six; α = .88).",Contact quantity,Italian natives,No
Coder 1,3196,pc,"Quality of contact. Participants were asked to evaluate their interactions with immigrants/Italians using four bipolar words (e.g., competitive/cooperative, rude/kind) adapted from previous studies (e.g., Capozza, Trifiletti, Vezzali, & Favara, 2013). On a 5-point scale, 1 was assigned to the negative pole, 5 to the positive pole, 3 was the neutral point (neither, nor; α = .83).",Contact quality / Positive contact,Italian natives,Yes
Coder 2,3196,pc,"Quality of contact. Participants were asked to evaluate their interactions with immigrants/Italians using four bipolar words (e.g., competitive/cooperative, rude/kind) adapted from previous studies (e.g., Capozza, Trifiletti, Vezzali, & Favara, 2013). On a 5-point scale, 1 was assigned to the negative pole, 5 to the positive pole, 3 was the neutral point (neither, nor; α = .83).",Contact quality / Positive contact,Italian natives,Yes
Coder 1,3201,pc,"To assess previous experience of positive intergroup contact, respondents were asked how often, on a scale from 1 (never) to 4 (often), they had experienced three types of relations with Israelis: friendship, and contact in work settings and in the context of medical care. The mean score computed across the three items indicated that contact was rare (see Table 1).",Contact quality / Positive contact,Israelis,No
Coder 2,3201,pc,"To assess previous experience of positive intergroup contact, respondents were asked how often, on a scale from 1 (never) to 4 (often), they had experienced three types of relations with Israelis: friendship, and contact in work settings and in the context of medical care. The mean score computed across the three items indicated that contact was rare (see Table 1).",Contact quality / Positive contact,Israelis,No
Coder 1,3205,pc,"The survey measured contact with four items that / focused on intimate interactions with the majority / (i.e., Romanians) and the minority outgroups (e.g., / “When it comes to personal problems, I often talk / with an Hungarian/Roma/Romanian”; “Sometimes I / ask for help from an Hungarian/Roma/Romanian”). / These items were coded 0 if the answer was no or 1 if / the answer was yes; the answers were then summed to / form the scales, with higher scores indicating more / intimate contact. Cronbach’s alphas for Hungarians’ / intimate contact with Roma and Romanians were .68 / and .74, respectively, whereas Cronbach’s alphas for / Roma’s intimate contact with Hungarians and / Romanians were both .80.",Contact quality / Positive contact,Romanians,Yes
Coder 2,3205,pc,"The survey measured contact with four items that / focused on intimate interactions with the majority / (i.e., Romanians) and the minority outgroups (e.g., / “When it comes to personal problems, I often talk / with an Hungarian/Roma/Romanian”; “Sometimes I / ask for help from an Hungarian/Roma/Romanian”). / These items were coded 0 if the answer was no or 1 if / the answer was yes; the answers were then summed to / form the scales, with higher scores indicating more / intimate contact. Cronbach’s alphas for Hungarians’ / intimate contact with Roma and Romanians were .68 / and .74, respectively, whereas Cronbach’s alphas for / Roma’s intimate contact with Hungarians and / Romanians were both .80.",Contact quality / Positive contact,Romanians,Yes
