id,author,year,title,journal,volume,issue,first_page,last_page,doi,abstract,keywords,type,status,source
1283,"Jonsson K.R., Demireva N.",2018,Does the ethno-religious diversity of a neighbourhood affect the perceived health of its residents?,Social Science and Medicine,204,NA,108,116,10.1016/j.socscimed.2018.03.011,"Concerns about the diversification of Britain, and its impact on social capital and health are widely debated. The literature has however produced a fuzzy discourse, full of assumptions and claims that are rarely tested. We attempt to disentangle some of these assumptions by providing empirical evidence on the mediating and moderating influence of inter-ethnic conflict and contact, and examine whether they underlie the erosion of health among minorities and white British respondents residing in diverse local areas. Analyses were conducted using multilevel models that relied on geocoded data from a random stratified sample of adults 16–75 years collected in the 2009–2011 Citizenship Survey merged to small area aggregated statistics from the 2011 UK census. The final sample comprised of minorities (n = 13,236) and white British (n = 15,021) residing in England. We find that local area deprivation matters much more for the health of minorities and whites than diversity. Yet, residing in diverse areas can be problematic for whites if it is accompanied by high levels of social distance measured by negative attitudes towards immigrants. Greater contact among minorities and whites, residing in more diverse areas appears to have no significant effect on health. Overall, the findings supported our hypothesis that residing in areas of greater diversity has a differential impact on minorities when compared to whites. In particular, diversity appear to be more beneficial for minorities, especially newly arriving migrants. The effect of contact as measured by social capital is dwarfed in comparison to the effect of deprivation, underlying the importance for policy makers to tackle structural inequalities. © 2018 Elsevier Ltd",conflict hypothesis; contact hypothesis; discrimination; diversity; england; ethnicity; neighbourhood; self-rated health; social capital,Article,Final,Scopus
1367,"Saturay, Stacy Lynn
Saturay
Lynn
Stacy
Saturay, Stacy Lynn",2009,Relative deprivation among low wage workers: Is the grass always greener?,NA,NA,NA,NA,NA,NA,"In this dissertation, I look at differences in the experiences of individual and group relative deprivation among low wage workers and higher wage earners, as well as the referent choice preferences for workers of different earning classes. I studied the effects of underemployment on referent choice, individual relative deprivation, and group relative deprivation. I also examined the effect contact with higher earning classes had on feelings of individual relative deprivation. Finally, I conducted an exploratory analysis to see if low wage earners and higher wage earners experienced individual relative deprivation as a result of different facets of their work. The results indicate that individual income is a significant predictor of experiences of individual as well as group relative deprivation, and that individual income does not significantly predict choice of referent. Underemployment was a significant predictor of individual as well as group relative deprivation as well, with those individuals who reported higher levels of underemployment also reporting higher levels of individual and group relative deprivation. The exploratory analysis revealed that the facets of work that elicited feelings of individual relative deprivation were in fact different for low wage earners and higher wage earners, with lower wage earners primarily feeling resentful about meeting their basic needs and maintaining work. Higher wage earners were primarily resentful about the availability of work and the ability to have their voices heard at work. Theoretical implications and practical contributions, as well as limitations are also discussed.",management,Dissertation/Thesis,NA,ProQuest
1368,"Reichwald, Reed Tyler",2013,Identity profiles and psychological adjustment among adopted Korean American adolescents,Dissertation Abstracts International: Section B: The Sciences and Engineering,74,2-B(E),NA,NA,NA,"Drawing upon social identity and intersectionality theories and research, I conducted a person-centered, multi-informant study of 158 pairs of adopted Korean American adolescents (AKAA) and their adoptive parents. Using cluster analytic procedures, I examined AKAA' patterns of identification across multiple social domains (ethnic, racial, and adoptive identities). The obtained clusters were validated empirically by comparing groups along relevant variables (e.g., engagement in ethnic and racial socialization, dissatisfaction with racial appearance, birth family interest, perceived discrimination, colorblind attitudes, diversity in friendship networks) on which they would be expected to differ. Finally, I examined the association between these identity profiles and psychological adjustment, including behavioral development and other measures of well-being. Results revealed the emergence of six conceptually unique identity clusters that differed significantly on the various validity constructs measured. However, the identity profiles were largely undifferentiated with respect to behavioral development per parent and adolescent reports on the Strengths and Difficulties Questionnaire (SDQ, Goodman, 1997). Group differences were found on broad psychological outcomes including life satisfaction, perceived school belongingness and peer competence, and school interest and motivation. Results confirm the importance of considering the collective impact of multiple social identities on a variety of outcomes. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",identity profiles; psychological adjustment; adopted children; korean americans; adolescent development,Dissertation,NA,PsycInfo
1376,"McKeown, Shelley, Taylor, Laura K",2017,Beyond the irony of intergroup contact: The effects of contact and threat on political participation and support for political violence in Northern Ireland,"Group Dynamics: Theory, Research, and Practice",21,4,234,244,10.1037/gdn0000074,"Research has suggested that intergroup contact can ironically lead to a reduction in commitment to social change and that threat can play an important role in this process. In post-agreement societies, however, characterized more so by symbolic rather than material conflict, the role that intergroup contact and threat play in social action may be particularly complex. This article examines intergroup contact, intergroup threat, support for political violence, and political participation among a student sample (n = 152) of Protestants and Catholics in Northern Ireland. Results show that contact is associated with lower symbolic and realistic threat for both groups and to lower levels of support for political violence but not to political participation. Symbolic threat mediated the association between contact and support for political violence and between contact and political participation for the Protestant majority group only. This suggests that contact may have a positive effect upon group relations but that this is dependent upon status and the social-political context. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",threat; political participation; collective action; intergroup contact; northern ireland,Journal Article,NA,PsycInfo
1386,"Dixon, John, Durrheim, Kevin, Tredoux, Colin",2007,Intergroup contact and attitudes toward the principle and practice of racial equality,Psychological Science,18,10,867,872,10.1111/j.1467-9280.2007.01993.x,"Research on racial attitudes indicates that acceptance of the principle of racial equality is frequently offset by opposition to policies designed to eliminate injustice. At the same time, research on the contact hypothesis indicates that positive interaction between groups erodes various kinds of prejudiced attitudes. Integrating these two traditions of research, this study examined whether or not interracial contact reduces the principle-implementation gap in racial attitudes. The study comprised a random-digit-dialing survey of the attitudes and contact experiences of White and Black South Africans (N = 1,917). The results suggest that among Whites, there remains a stubborn core of resistance to policies designed to rectify the injustices of apartheid. The results also indicate that interracial contact has differential, and somewhat paradoxical, effects on the attitudes of Whites and Blacks toward practices aimed at achieving racial justice. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",intergroup contact; racial attitudes; racial equality; racial justice,Journal Article,NA,PsycInfo
1395,"Yu B., Bodycott P., Mak A.S.",2019,Language and Interpersonal Resource Predictors of Psychological and Sociocultural Adaptation: International Students in Hong Kong,Journal of Studies in International Education,NA,NA,NA,NA,10.1177/1028315318825336,"Hong Kong, along with other Asian societies with universities with top world rankings, has in recent years attracted an increasing number of international students, mainly from Asia. Previous research in English-speaking Western countries has indicated the importance of resources, including language proficiency, positive intergroup relations, and social support, in understanding international students’ stress and coping in cross-cultural adaptation. Guided by a similar acculturative stress and coping framework, we investigated predictors of psychological and sociocultural adaptation in a survey sample of 726 international students (62% female and 73% Asian-born) from Hong Kong public universities. We found that English language proficiency, social support, and a low level of perceived discrimination fostered both types of cross-cultural adaptation, while contact with local students and proficiency in the local dialect further enhanced sociocultural adaptation. Implications for future acculturation research and higher education internationalization policies and practices are discussed. © 2019 European Association for International Education.",acculturation; cross-cultural adaptation; intercultural contact; international student; language proficiency; perceived discrimination; psychological adaptation; sociocultural adaptation,Article,Article in Press,Scopus
1407,"Head, Rachel Nicole
Head
Nicole
Rachel
Head, Rachel Nicole",2013,Coping with Perceived Discrimination,NA,NA,NA,NA,NA,NA,"While some scholars contend that Caribbean Black Americans’ socioeconomic successes suggest the declining significance of racism, ethnographic studies have found that Black Caribbean Americans are often shocked, disheartened, and angered by the racism they encounter in the U.S. This dissertation is an attempt to begin to understand how Black Americans—both foreign and native born—perceive and cope with racial discrimination. In Chapter 2, I examine factors contributing to perceptions of major lifetime and day-to-day discrimination. Major depressive disorder is the outcome of interest in Chapter 3. I examine its link with racism-related anger and whether or not religiousness serves as a resource, protecting mental health. In Chapter 4, I examine self-rated health, its association with perceived group and interpersonal racism, and the utility of political involvement in combating the deleterious health effects of perceived racism. The data for this project come from the adult sample of the National Survey of American Life (NSAL) and the National Survey of American Life-Self-Administered Questionnaire (NSALSAQ), which are part of the Collaborative Psychiatric Epidemiology Surveys (CPES) data collection. The NSAL is unique in that it provides the first ever national sample of Caribbean Black Americans, the majority of whom are from or trace their heritage to Barbados, Guyana, Haiti, Jamaica, Puerto Rico, and Trinidad-Tobago. Findings in Chapter 2 suggest that racism is an enduring problem in the U.S. for both foreign and native-born Black Americans and that it cannot simply be dismissed as a worldview that serves to protect one’s sense of self-worth. Furthermore, it appears to be an obstacle for Caribbean Black Americans pursuing the American dream and may be associated with decreasing perceptions among Caribbean Black professionals that hard work and perseverance are all one needs to succeed in the U.S. I find in Chapter 3 that anger in response to increases in day-to-day discrimination is negatively associated with major depressive disorder for Caribbean Black Americans, while, for African Americans, anger is positively associated with major depressive disorder. In addition, while African Americans and second generation Caribbean Black Americans show no significant effects of religiousness items on depression, first generation Caribbeans benefit from religious organizational involvement. In contrast, their mental health is threatened by increasing emotional and tangible religious support. I discuss these findings as they relate to the historical legacy of racism in the Caribbean and the U.S., measurement issues surrounding depression, and the resources available to immigrants. In Chapter 4 I find limited support for the argument that discrimination will promote political involvement. Perceptions of discrimination against oneself are not significantly associated with increases in political participation. Surprisingly, individual-level discrimination and perceptions of group discrimination are not associated with Black advancement organization membership either. Perceiving no change in racial discrimination over the past 20 years, however, increases political participation (i.e., the probability that one will vote, participate in political campaigns, or contact political officials). Perceptions of group discrimination appear to be particularly alienating for second generation Caribbean Black Americans compared to African Americans. Second generation respondents’ political participation declines precipitously as perceived group discrimination increases. Finally, I find that Black advancement organization membership provides health benefits beyond political participation. This dissertation makes substantive and methodological contributions by examining diversity in the Black American population in predictors, resources, and health consequences of perceived discrimination and by modeling perceived discrimination to account for both increases in perceived discrimination and predictors of the likelihood that one will never report discrimination.","social research , clinical psychology , ethnic studies",Dissertation/Thesis,NA,ProQuest
1411,"Kanas, Agnieszka, Scheepers, Peer, Sterkens, Carl",2015,"Interreligious contact, perceived group threat, and perceived discrimination: Predicting negative attitudes among religious minorities and majorities in Indonesia",Social Psychology Quarterly,78,2,102,126,10.1177/0190272514564790,"This study examines the relationship between interreligious contact and negative attitudes toward the religious outgroup among minority Christians and majority Muslims in Indonesia. It answers two research questions: Does interreligious contact reduce negative outgroup attitudes equally for minority Christians and majority Muslims? Are mediation by perceived group threat and moderation by perceived discrimination equally important for religious minorities and majorities? The analysis is based on unique survey data collected from among Christian and Muslim students in Ambon (the Moluccas) and Yogyakarta (central Java). Results show that a higher quantity of interreligious contact reduces negative outgroup attitudes among majority Muslims but not among minority Christians. However, the quality of contact reduces negative attitudes regardless of relative group size. Perceived group threat is an important mediator of the contact-attitude relationship and is equally so for Christians and Muslims. Findings suggest that perceived discrimination does not affect the relationship between interreligious contact and negative attitudes. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",contact hypothesis; religion; discrimination; threat; conflict; indonesia,Journal Article,NA,PsycInfo
1412,"Thomsen, Jens Peter Frolund, Rafiqi, Arzoo",2016,The contact-prejudice relationship among ethnic minorities: Examining personal discrimination as a boundary condition,Ethnic and Racial Studies,39,10,1886,1904,10.1080/01419870.2015.1110609,"This paper contributes to the literature on how perceived discrimination influences the impact of intergroup contact among ethnic minority members. Previous research has shown that perceived group discrimination inhibits the positive outcomes of intergroup contact among ethnic minority members. In extension, this paper examines whether perceived personal discrimination has a similar negative impact as a boundary condition of the contact-prejudice relationship among ethnic minority members. Analyses expand previous intergroup contact research by showing that the impact of intergroup contact is uniform across various levels of perceived personal discrimination. This finding suggests that the otherwise harmful consequences of perceived personal discrimination can be effectively counterbalanced by positive contact experiences among ethnic minority members. Analyses use evidence from a national probability sample, which was fielded in 2006 to examine some of the largest ethnic minority groups (N = 3,462). The concluding section discusses the theoretical implications of the empirical findings. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",ethnic minority members; intergroup contact; prejudice; discrimination; moderation analysis; national sample,Journal Article,NA,PsycInfo
1467,"Rodríguez J., Nagda B.R.A., Sorensen N., Gurin P.",2018,Engaging race and racism for socially just intergroup relations: The impact of intergroup dialogue on college campuses in the United States,Multicultural Education Review,10,3,224,245,10.1080/2005615X.2018.1497874,"This study examines the impact of interracial/interethnic dialogue, a model of intergroup contact that highlights the salience of racial and ethnic group membership, to improve intergroup relations on college campuses. A field experiment involving 737 participants demonstrated that participants randomized to enrol in an intergroup dialogue course increased thinking about and understanding of race and racial/ethnic group membership more than the randomized control group participants who were wait-listed for the course. This effect of intergroup dialogue was found both at the end of course and a year later. Furthermore, such racial engagement was associated with greater (a) motivation to bridge intergroup differences, (b) structural understanding of racial and ethnic inequality, and (c) behavioural commitment to redress inequality 1 year later. The study highlights a colour-conscious, as opposed to colourblind, model for multicultural and social justice education and provides causal evidence for its effects. © 2018, © 2018 Korean Association for Multicultural Education.",inequality; intergroup contact; intergroup dialogue; racial identity salience; social justice,Article,Final,Scopus
1494,"Herda, Daniel E.
Herda
E.
Daniel
Herda, Daniel E.",2013,"Hostile Contact: Self-Reports of Interpersonal Discrimination among Blacks, Whites and Latinos in Chicago",NA,NA,NA,NA,NA,NA,"With increasing racial and ethnic diversity in the U.S., it is important to fully understand the character of interactions between individuals of different backgrounds. The current study advances this goal by analyzing experiences with interpersonal racial discrimination. Existing research demonstrates that reports of such antagonistic encounters are widespread. This persistent interracial hostility may hinder the country’s adaptation to a more multi-racial reality. In three separate papers I consider the extent, correlates and consequences of interpersonal racial discrimination. The first paper examines how neighborhood racial composition can affect reports of discrimination. Using the Project for Human Development in Chicago Neighborhoods and data from the U.S. Census, I analyze the discrimination experiences of black, Hispanic and white young adults. Results indicate different patterns across groups, which I characterize using the contact, group threat and ethnic density hypotheses. African Americans perceive the least discrimination in neighborhoods with few co-racial residents, following the contact hypothesis. Hispanics perceive the most discrimination in neighborhoods that are around half Hispanic and half non-Hispanic, following group threat theory. Finally, whites report decreasing discrimination levels as the neighborhood percentage white increases, following the ethnic density hypothesis. The causes and implications of these disparate patterns are discussed. The second paper examines whether experience with racial discrimination can perpetuate interracial hostility. I analyze how reported discrimination experiences are associated with negative racial attitudes among a sample of black, white and Hispanic adults from the Chicago Area Study. Further, I place such hostile experiences within one’s totality of interracial experiences by simultaneously considering positive contact experiences (interracial friendship) and interracial proximity (neighborhood and workplace contact). Through this approach, I present a more holistic understanding of real-world interracial contact. Multivariate results indicate three distinct patterns. The first occurs commonly among Hispanics and suggests that friendship contact mitigates the negative attitudinal consequences of discrimination. The second occurs occasionally among African Americans and suggests that friendship is beneficial only for those not experiencing discrimination. The final pattern, occurring among whites, suggests that the consequences of discrimination grow more extreme with greater interracial neighborhood contact. The final paper examines the understudied phenomenon of racial discrimination fear. I consider the extent and correlates of these fears among a sample of black and Hispanic adolescents from the final wave of the Project for Human Development in Chicago Neighborhoods. I lay the groundwork for a new line of inquiry focused on discrimination fears and develop hypotheses linking fear to direct discrimination experience, indirect experience and environmental signals. Results show discrimination fear to be common among minority adolescents and more prevalent than among their parents. Multivariate results indicate that fears are most likely when one has experienced discrimination directly. Indirect experience also predicts greater fear, suggesting that the consequences of discriminatory acts are not limited to the immediate victim. Finally, among African Americans, the presence of racial out-groups in one’s neighborhood acts as a signal for discrimination, resulting in greater fear.","african american studies , black studies , social psychology , ethnic studies , hispanic american studies",Dissertation/Thesis,NA,ProQuest
1525,"Kiang, Lisa, Peterson, Jamie Lee, Thompson, Taylor L",2011,Ethnic peer preferences among Asian American adolescents in emerging immigrant communities,Journal of Research on Adolescence,21,4,754,761,10.1111/j.1532-7795.2011.00750.x,"Growing diversity and evidence that diverse friendships enhance psychosocial success highlight the importance of understanding adolescents' ethnic peer preferences. Using social identity and social contact frameworks, the ethnic preferences of 169 Asian American adolescents (60% female) were examined in relation to ethnic identity, perceived discrimination, and language proficiency. Adolescents with same- and mixed-ethnic friends reported significantly greater ethnic centrality than those with mostly different-ethnic friends. Adolescents with same-ethnic friends reported significantly higher perceived discrimination and lower English proficiency than those with mixed- and different-ethnic friends. Open-ended responses were linked to quantitative data and provided further insight into specific influences on peer preferences (e.g., shared traditions, homophily). Results speak to the importance of cultural experiences in structuring the friendships and everyday lives of adolescents. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",ethnic peer preferences; asian american adolescents; immigrant communities,Journal Article,NA,PsycInfo
1549,"Forbes, John Murch
Forbes
Murch
John
Forbes, John Murch",2001,Affirmative action attitudes in black and white,NA,NA,NA,NA,NA,NA,"The American civil rights movement culminated in the 1960s with the Civil Rights Act of 1964, the Voting Rights Act of 1965, and the Fair Housing Act of 1968. More than three hundred years of de jure racial discrimination had ended. But many argue that the effects of these past policies continue to plague our society today, despite the fact that black people and white people tend to support the concept of racial equality. One of the mechanisms employed to ensure racial equality is affirmative action. Affirmative action policies are designed to redress the damage done by laws and policies that no longer exist. Many scholars, however, find white opposition to race-targeted policies is strong. Thus there is a paradox, white people support racial equality, and yet there is white resistance to racial policies designed to foster that equality. Where can policy makers take us next? Which Americans—black and white—support policy initiatives to address the effect of our historical mistakes? The scientific literature is currently unable to clarify this puzzle. There are four theories which help conceptualize racial attitudes. In this study, each theory is tested using multiple regression models. Unlike most previous studies, the attitudes of both blacks and whites are examined. These attitudes were collected from an in-home survey conducted in the last half of 1992. A total of 1,124 metropolitan Detroit area residents were interviewed in ninety-six separate neighborhoods. The most significant findings include: ideological opposition to affirmative action policies by both blacks and whites can be enough to make them oppose affirmative action policies; black people demonstrate some of the same antiblack stereotypes and attitudes as whites, thus clouding previous conceptions of white racism; motivations of self-interest only influence affirmative action policy positions among blacks, and only when individuals believe racial discrimination has affected their workplace success; and finally, close interracial contact is related to both blacks and whites increased opposition to affirmative action policies.","political science , minority & ethnic groups , sociology , african americans , american studies",Dissertation/Thesis,NA,ProQuest
1576,"Goto, Sharon G, Gee, Gilbert C, Takeuchi, David T",2002,Strangers still? The experience of discrimination among Chinese Americans,Journal of Community Psychology,30,2,211,224,10.1002/jcop.9998,"Investigates the perceptions of discrimination within an Asian American community. Over 1,500 Chinese Americans were interviewed regarding experiences with unfair treatment due to their race or ethnicity and their language and or accent. Demographic variables, acculturation level, and amount of contact opportunity were used to predict perceived discrimination using multiple hierarchical logistic analyses. Approximately 21% of Chinese Americans reported being unfairly treated in their lifetime. The specific predictors varied depending on whether the discrimination was due to race and ethnicity, or language and accent. Retention of cultural practices, age of immigration, and contact opportunity were associated with racial discrimination. Only contact opportunity was associated with language and accent discrimination. Implications are discussed with respect to perceptions of similarity, the contact hypothesis, and bicultural adjustment. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",discrimination perceptions; chinese americans; acculturation level,Journal Article,NA,PsycInfo
1614,"Celebi, Elif, Verkuyten, Maykel, Smyrnioti, Natasa",2016,"Support for Kurdish language rights in Turkey: The roles of ethnic group, group identifications, contact, and intergroup perceptions",Ethnic and Racial Studies,39,6,1034,1051,10.1080/01419870.2015.1103881,"The question of Kurdish language rights has been a central issue in the Turkish-Kurdish conflict. The current study examined endorsement of Kurdish language rights in relation to intergroup factors (i.e. group identifications, cross-group friendships, perceived discrimination, and perceived out-group beliefs about state unity) among self-identified Turkish and Kurdish participants. The results indicate that Turks were much less in favour of these rights than the Kurds. In addition, for the Turks, higher national and ethnic identification were associated with lower support for Kurdish language rights, while cross-group friendship, perceived discrimination of Kurds and the belief that Kurds endorse national unity were associated with more support for rights. For the Kurdish participants, stronger national identification seems to undermine the mobilizing meaning that Kurdish group identification has for language rights support. Furthermore, friendship with Turks can undermine the support for rights because it strengthens national identification and reduces ethnic identification. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",minority rights; ethnic identity; dual identity; intergroup relations; contact; language rights,Journal Article,NA,PsycInfo
1658,"Tropp, Linda R, Okamoto, Dina G, Marrow, Helen B, Jones-Correa, Michael",2018,How contact experiences shape welcoming: Perspectives from U,Social Psychology Quarterly,81,1,23,47,10.1177/0190272517747265,"This research examines how intergroup contact experiences-including both their frequency and their qualities (friendly, discriminatory)-predict indicators of welcoming among U.S.-born and immigrant groups. Analyzing a new survey of U.S.-born groups (whites and blacks) and immigrant groups (Mexicans and Indians) from the Atlanta and Philadelphia metropolitan areas (total N = 2,006), we examine welcoming as a key dimension of social integration. Along with reporting their contact experiences, survey respondents indicated the extent to which they are inclined to welcome and feel welcomed by each of the other groups. Results consistently demonstrated that greater contact frequency predicted greater tendencies to welcome and feel welcomed by each of the other groups. These effects persisted even when demographic characteristics, perceived discrimination, and exposure are included as predictors in the models. Findings also suggested that racial and nativity hierarchies shape how perceived discrimination predicts welcoming others and feeling welcomed by others. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",social discrimination; immigration; intergroup contact; contact experiences,Journal Article,NA,PsycInfo
1695,"Sengupta, Nikhil K, Sibley, Chris G",2013,Perpetuating one's own disadvantage: Intergroup contact enables the ideological legitimation of inequality,Personality and Social Psychology Bulletin,39,11,1391,1403,10.1177/0146167213497593,"Contact with the dominant group can increase opposition, among the disadvantaged, to social policies that would benefit their group. This effect can be explained in terms of contact promoting support for an ideology of meritocracy, which privileges the distribution of societal resources based on individual merit, rather than group-level disadvantage. We tested this ideological mechanism in a large, nationally representative sample of Maori (a disadvantaged group in New Zealand; N = 1,008). Positive intergroup contact with the dominant group (New Zealand Europeans) predicted increased opposition to a topical reparative policy (Maori ownership of the foreshore), and this was fully mediated by increased support for the ideology of meritocracy. Intergroup contact may enable the ideological legitimation of inequality among members of disadvantaged groups, engendering political attitudes that are detrimental to their group's interests. Contact with ingroup members had the opposite effect, increasing support for reparative policy by reducing subscription to meritocratic ideology. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",intergroup contact; ideology legitimation; inequality; dominant group; political attitudes; disadvantaged; meritocracy,Journal Article,NA,PsycInfo
1712,"Cakal, Huseyin
Cakal
Huseyin
Cakal, Huseyin",2013,Intergroup contact and collective action: an integrative approach,NA,NA,NA,NA,NA,NA,"This thesis investigated the effects of intergroup contact on different types of collective action tendencies among advantaged and disadvantaged groups. Studies 1 and 2 tested the simultaneous effects of intergroup contact and established predictors of collective action on collective action tendencies and ingroup and outgroup oriented policies among Blacks and Whites in South Africa, and compared the effects of intergroup contact and social identity on collective action tendencies via relative deprivation and group efficacy. The findings revealed that while social identity was positively associated with collective action tendencies, both directly and indirectly, effects of contact were negative and indirect via relative deprivation and group efficacy. Studies 3 and 4 investigated the effects of contact and social identity on collective action tendencies via perceived threats. Using data from Turkish and Kurdish groups in Turkey, I found that social identity predicted collective action tendencies positively, both directly and indirectly, while it predicted outgroup attitudes negatively and indirectly via perceived threats. Intergroup contact, on the other hand, predicted outgroup attitudes positively, both directly and indirectly, and collective action tendencies negatively via perceived threats. In Study 5, intergroup contact was positively associated, both directly and indirectly, via perspective taking and collective guilt, associated with outgroup oriented collective action tendencies. In Study 6, the effect of social identity on ingroup oriented collective action was positive and direct. Intergroup contact with the weaker minority group, on the other hand, was positively associated with outgroup oriented collective action tendencies via perspective taking. Additionally, intergroup contact with the majority outgroup moderated this relationship. When participants reported more contact with the majority group, intergroup contact with the weaker minority was not associated with outgroup oriented collective action tendencies. However, when the participants reported less contact with the majority group, intergroup contact positively predicted outgroup oriented collective action tendencies. Finally, Study 7 investigated the effects of two different dimensions of contact, contact with the majority and minority on collective action, via outgroup attitudes, dual-identification, and common ingroup identity in a three wave longitudinal design (N=610) among Turkish Cypriots in northern Cyprus. While the results did not support findings from the previous studies on the so-called paradoxical effects of contact on collective action tendencies, they revealed a robust negative reciprocal relationship between outgroup attitudes toward Greek Cypriots and collective action tendencies.",cultural anthropology,Dissertation/Thesis,NA,ProQuest
1743,"Tropp, Linda R, Hawi, Diala R, Van Laar, Colette, Levin, Shana",2012,"Cross-ethnic friendships, perceived discrimination, and their effects on ethnic activism over time: A longitudinal investigation of three ethnic minority groups",British Journal of Social Psychology,51,2,257,272,10.1111/j.2044-8309.2011.02050.x,"This research examines cross-ethnic friendships as a predictor of perceived discrimination and support for ethnic activism over time among African American, Latino American, and Asian American undergraduate participants from a multi-year, longitudinal study conducted in the United States. Our research builds on prior cross-sectional research by testing effects longitudinally and examining how relationships among these variables may differ across ethnic minority groups. Results indicate that, over time, greater friendships with Whites predict both lower perceptions of discrimination and less support for ethnic activism among African Americans and Latino Americans, but not among Asian Americans. Implications of these findings for future research on intergroup contact, minority-majority relations, and ethnic group differences in status are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",cross ethnic friendships; perceived discrimination; ethnic activism; minority groups,Journal Article,NA,PsycInfo
1750,"Duru, Erdinc, Poyrazli, Senel",2011,"Perceived discrimination, social connectedness, and other predictors of adjustment difficulties among Turkish international students",International Journal of Psychology,46,6,446,454,10.1080/00207594.2011.585158,"This study examined the role of perceived discrimination, social connectedness, age, gender, years of study in the US, English language competency, and social contact patterns on adjustment difficulties among a sample of 229 Turkish international students studying in the United States. Findings indicated that students who reported higher levels of social connectedness, lower levels of perceived discrimination, more years of study in the US, and higher levels of English language competency reported lower levels of adjustment difficulties. Other results showed that (lack of) social connectedness and perceived discrimination were predictors of adjustment difficulties. In addition, results indicated that students who socialized with individuals from the US had lower levels of adjustment difficulties than did those who socialized with coculture members. Implications are discussed and suggestions for interventions are provided. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",perceived discrimination; social connectedness; social adjustment; turkish international students,Journal Article,NA,PsycInfo
1762,"Poore, Abigail G, Gagne, Faby, Barlow, Kelly M, Lydon, John E, Taylor, Donald M, Wright, Stephen C",2002,Contact and the personal/group discrimination discrepancy in an Inuit community,The Journal of Psychology: Interdisciplinary and Applied,136,4,371,382,10.1080/00223980209604164,"The personal/group discrimination discrepancy involves disadvantaged group members rating discrimination directed at their group considerably higher than ratings of discrimination aimed at themselves personally as members of that group. This robust phenomenon has been found in samples of women, African Americans, and aboriginal people. In the present study, the authors assessed 171 Inuit from a remote Arctic community to confirm the perceived discrepancy. However, ratings for perceived group discrimination were surprisingly low. The authors argue that geographical isolation may have led Inuit to be unaware of the impact of discrimination on their lives. In support of this argument, findings showed that group discrimination ratings were higher for Inuit who did have contact with mainstream Canadian culture. Implications for the traditional contact hypothesis are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",personal/group discrimination discrepancy; group discrimination; geographical isolation; contact hypothesis; inuit,Journal Article,NA,PsycInfo
1772,"Sengupta, Nikhil K, Milojev, Petar, Barlow, Fiona K, Sibley, Chris G",2015,Ingroup friendship and political mobilization among the disadvantaged,Cultural Diversity and Ethnic Minority Psychology,21,3,358,368,10.1037/a0038007,"This study investigated the effects of ingroup contact in a large, national sample of Maori (a disadvantaged ethnic group; N = 940) on political attitudes relevant to decreasing ethnic inequality in New Zealand. We tested the role of 2 mediating mechanisms-ethnic identification and system justification-to explain the effects of ingroup contact on the dependent variables. Time spent with ingroup friends predicted increased support for the Maori Party and support for symbolic and resource-specific reparative policies benefiting Maori. These effects were partially mediated by increased ethnic identification. Although ingroup contact also reduced levels of system justification among Maori, its effects on policy attitudes and party preference were not mediated by system justification. This suggests that a key antecedent to system challenging political attitudes is an increased sense of identification with a disadvantaged group resulting, in part, from interactions with ingroup friends. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",ingroup contact; system justification; social identity; minority groups,Journal Article,NA,PsycInfo
1807,"Di Saint Pierre F., Martinovic B., De Vroome T.",2015,"Return Wishes of Refugees in the Netherlands: The Role of Integration, Host National Identification and Perceived Discrimination",Journal of Ethnic and Migration Studies,41,11,1836,1857,10.1080/1369183X.2015.1023184,"This study examined refugees' wishes to return to their home country. Previous research on return intentions among economic migrants has pointed at the relevance of three aspects of integration: employment and education (structural integration), language proficiency (cultural integration) and contact with natives (social integration) in shaping the wish to stay or return. We examined whether this is also the case among refugees. Furthermore, we extended research on return intentions by considering two social psychological experiences—host country identification and perceived discrimination—as mediators in the associations between the three aspects of integration and return wishes. Using a large survey among refugees from Afghanistan, Iran, Iraq and Somalia in the Netherlands, we found that employment was not related to return wishes. Higher-educated refugees and those proficient in Dutch perceived more discrimination and were therefore more likely to want to return. Simultaneously, language proficiency was also related to a wish to stay via increased host country identification. Contacts with natives were related to less discrimination and more identification, and therefore to a wish to stay. We discuss the importance of social psychological experiences, and the cross pressures they exert on the return wishes of refugees. © 2015 Taylor & Francis.",host national identification; integration; perceived discrimination; refugees; return wishes,Article,Final,Scopus
